"replicate","generation","k","subset","n_poly_global","n_poly_pop","He","sumAe_total","sumAe_within","ok","n_edges","mean_delta","mean_abs_delta"
48,2504,12,2,12,8.72,0.215137,19.3256964530838,16.3134911204834,1,112,-0.00256288641309954,0.0286376433538775
48,2504,12,3,12,9.56,0.253750666666667,20.7321529814951,17.1573176545507,1,99,-0.00151159204993259,0.0348689844534837
49,2504,2,1,2,1.2,0.195941,2.97238686326039,2.65848072103411,1,67,-0.0857526701082889,0.151121065527318
49,2504,2,2,2,1.52,0.239963,2.85160983417042,2.7821620983175,1,47,-0.00124978598505479,0.0808059060535342
49,2504,2,3,2,1.44,0.247154,3.33910590456201,2.85534316526607,1,50,-0.0897516229289753,0.167730211474179
49,2504,3,1,3,2.6,0.313624666666667,5.18677193405558,4.65728144890398,1,63,0.0232103960741894,0.0686605481518908
49,2504,3,2,3,2.4,0.281743333333333,4.72107549931846,4.45353427510668,1,88,-0.0136313893595941,0.0521831483889067
49,2504,3,3,3,1.88,0.203087333333333,4.39535359179385,4.01562768938335,1,60,-0.00636112600581551,0.0743465203427591
49,2504,4,1,4,3.08,0.2670435,6.57062028056457,5.82621179309791,1,79,0.0190242126788803,0.0575111610786853
49,2504,4,2,4,2.92,0.232144,6.34864094033078,5.56700634494723,1,87,0.00797015272799683,0.0408720377905551
49,2504,4,3,4,2.96,0.2225285,6.14816043394121,5.48588801462519,1,99,0.013649384171375,0.031458009339314
49,2504,5,1,5,3.36,0.2372712,8.72014781155346,7.08146036019738,1,70,0.00590705869671839,0.0509339251800052
49,2504,5,2,5,4.16,0.2899916,8.03263847244708,7.497250452955,1,108,-0.00622268175640158,0.0404180278897795
49,2504,5,3,5,4.28,0.3064244,9.03431789862716,7.64337826649819,1,106,-0.0110485953979365,0.0309979800362467
49,2504,6,1,6,5.12,0.290496,10.2503389155448,9.03826684099611,1,107,-0.00528071153244579,0.0274016496801482
49,2504,6,2,6,4.8,0.250981333333333,9.59892820242688,8.52898547715409,1,95,0.0153536146080055,0.0357607954853152
49,2504,6,3,6,4.6,0.248463666666667,9.41586949190659,8.53942196060859,1,112,0.0126636405618731,0.0303694750382244
49,2504,8,1,8,6.08,0.25915275,12.8889972153023,11.6040535873987,1,101,-0.0014460496477118,0.0328086581951936
49,2504,8,2,8,5.8,0.23735575,13.0093919034489,11.2166527662698,1,100,0.00283573000411021,0.0281134849010798
49,2504,8,3,8,6.6,0.2823485,13.2089818041123,11.8918888732838,1,115,0.00592293284641505,0.0307609114154545
49,2504,10,1,10,7.64,0.2635706,17.2421397272207,14.5384074759099,1,94,0.00270907497085217,0.032166774835963
49,2504,10,2,10,7.24,0.243663,16.29691529777,14.1540617871504,1,91,0.00623334209722099,0.0405317068289803
49,2504,10,3,10,7.44,0.2439106,16.1130733064547,14.1444842253516,1,97,-0.00276075273090489,0.0300890559640544
49,2504,12,1,12,8.8,0.2410545,19.3296307511043,16.9205094219684,1,92,0.00638622475610474,0.0370319605677946
49,2504,12,2,12,9.04,0.2595275,20.0120925667236,17.3735449603602,1,98,0.00239198186075642,0.0270192631398793
49,2504,12,3,12,9.6,0.2714205,19.837174094677,17.5893946009803,1,101,0.00304809662614771,0.024531000793102
50,2504,2,1,2,1.08,0.216684,3.13177078604212,2.79455365236637,1,39,0.133819846450802,0.252844348110136
50,2504,2,2,2,1.16,0.203707,2.78702107790052,2.71658721122055,1,39,0.00735113045674444,0.131736515999145
50,2504,2,3,2,0.88,0.120589,2.62238922813909,2.37705406270206,1,29,0.0229884911682855,0.200055966726706
50,2504,3,1,3,1.96,0.226057333333333,4.6137898431077,4.20713376321761,1,56,0.00347440554537797,0.0808044957798052
50,2504,3,2,3,2,0.210985333333333,5.29634670729405,4.07226389339526,1,45,-0.0317028705538443,0.0883652385098821
50,2504,3,3,3,2.4,0.295995333333333,5.24293455068748,4.59135950097763,1,68,-0.00606967427075837,0.0645672740227475
50,2504,4,1,4,3.12,0.243332,6.47688716270221,5.62618739327159,1,80,0.0171836046327615,0.0582514350101524
50,2504,4,2,4,2.52,0.2053545,6.49266710709791,5.39893693878115,1,59,0.0196031953004795,0.0635594406387924
50,2504,4,3,4,3.08,0.238353,6.20310320696258,5.6127198060327,1,95,0.000583021329503425,0.0364883188786682
50,2504,5,1,5,3.88,0.2854936,8.8352081307804,7.54231083124268,1,96,0.00882081197987493,0.0354919150472977
50,2504,5,2,5,4.08,0.2756312,8.60327291228351,7.38558822282033,1,102,0.00222534317468627,0.028520702764566
50,2504,5,3,5,3.28,0.1991088,8.01997660567943,6.6662232559544,1,62,0.0102293947065487,0.0658790016735238
50,2504,6,1,6,4.2,0.250203333333333,9.96593212702314,8.64875299082836,1,101,0.0184084352873827,0.0412582488487179
50,2504,6,2,6,4.16,0.220271666666667,9.49361225846923,8.22776660345429,1,86,0.0184679566860497,0.0412158577840366
50,2504,6,3,6,5.04,0.294639333333333,10.4987519130246,9.08605242967401,1,124,-0.00931872924996003,0.0272275585364173
50,2504,8,1,8,5.04,0.19752275,11.7831534870173,10.6657221011357,1,81,0.00678718748730946,0.0508451949807859
50,2504,8,2,8,5.8,0.25258725,14.0278566409586,11.5454258425376,1,75,-0.00628543103065098,0.040661122862794
50,2504,8,3,8,5.56,0.2364415,13.167517086262,11.2810154203011,1,100,0.00891473040307448,0.0408933559409769
50,2504,10,1,10,7.04,0.2271232,15.8230186104843,13.9069682323607,1,99,0.00948692455442216,0.0371468065450268
50,2504,10,2,10,7,0.229914,16.1197388276627,13.9347699012085,1,91,0.00471452968848592,0.0416903871347347
50,2504,10,3,10,7.88,0.2603528,16.8042863017432,14.4913829944525,1,103,-0.00822398989494847,0.0287751083780226
50,2504,12,1,12,8.96,0.243833666666667,19.6871627198782,17.0141333551954,1,90,0.00637436650519676,0.0407146098445502
50,2504,12,2,12,8.44,0.242305,20.0342934303748,17.0674961448854,1,85,0.00402264123181963,0.0489135584043622
50,2504,12,3,12,7.8,0.208896666666667,18.7717785158058,16.2640161159699,1,81,0.00320030347861102,0.045522450538014
1,2999,2,1,2,1.64,0.245122,3.2962705685364,2.82955030441224,1,47,0.0202354409145161,0.069096857537598
1,2999,2,2,2,1.2,0.230051,3.05761984638967,2.80820173497776,1,46,-0.0352776782235025,0.167175152297963
1,2999,2,3,2,1.68,0.291932,3.4145922992883,3.0216293944729,1,58,-0.00217819371833724,0.0560325030764033
1,2999,3,1,3,2.32,0.296868666666667,5.32371075874916,4.5702215433278,1,73,0.00117487928126553,0.0446157175013772
1,2999,3,2,3,2.12,0.235734666666667,4.80559107340532,4.22451443287155,1,65,-0.0306283770957921,0.0637587481622623
1,2999,3,3,3,2.6,0.299200666666667,5.24413602744338,4.57427980245869,1,84,0.0170790775272789,0.0439936676434558
1,2999,4,1,4,3,0.2384425,6.73294260830206,5.61293820089673,1,82,-0.00351086291606356,0.0529083807205915
1,2999,4,2,4,3.36,0.31872,7.33890114099093,6.2569733100319,1,91,0.00339803518882881,0.0396234885632517
1,2999,4,3,4,2.52,0.2249195,6.17717803061646,5.56609167471827,1,68,0.00526143537560626,0.0609907935528623
1,2999,5,1,5,3.88,0.257432,8.69583534827802,7.19822750052373,1,87,0.000462254295106905,0.0386478106788235
1,2999,5,2,5,2.76,0.1660524,7.03886755608399,6.38353419548951,1,66,-0.0112746841121242,0.0563750777118402
1,2999,5,3,5,3.04,0.22396,8.13128308677486,6.95832846800688,1,74,0.00469407115688728,0.0526796518970877
1,2999,6,1,6,4.56,0.271121333333333,10.6666787747151,8.82249225917854,1,105,-0.0144012300471444,0.0320788094939426
1,2999,6,2,6,3.96,0.257974666666667,9.75559151764202,8.75532176411707,1,92,-0.00811157924765537,0.0352402089514112
1,2999,6,3,6,3.96,0.230929333333333,9.54069725580446,8.41426854212545,1,94,-0.00389474935872699,0.0420856616848345
1,2999,8,1,8,5.8,0.2604915,13.5483858437768,11.6374480099169,1,92,-0.00924197099528704,0.035460890846825
1,2999,8,2,8,4.64,0.20997175,12.1468035037511,10.9336353561564,1,86,-0.000311110547246482,0.0501301656314716
1,2999,8,3,8,5.56,0.2483375,13.2348070251854,11.4496873907622,1,96,-0.0039429892476183,0.0299399876505576
1,2999,10,1,10,7.28,0.2476606,16.5684932650016,14.2912490800295,1,96,-0.0101697997498211,0.0393683624577112
1,2999,10,2,10,7.04,0.235896,16.0680423783488,14.0794821336244,1,102,-0.0061330490984226,0.0343451925569221
1,2999,10,3,10,6.84,0.241053,16.6515043306786,14.1931464185997,1,84,-0.00462833999127306,0.0418990606372495
1,2999,12,1,12,8,0.235821333333333,19.2391266654557,16.9163684709115,1,99,-0.0139828259515923,0.0361531232538133
1,2999,12,2,12,8,0.2246135,19.1542401486271,16.6335687880682,1,90,-0.00636371383780314,0.0370900424155641
1,2999,12,3,12,8.6,0.250060666666667,19.9109033509205,17.2074617180935,1,103,-0.00999453627441592,0.0355071391394228
2,2999,2,1,2,1.36,0.194652,2.8827341085111,2.6389825134789,1,39,-0.00670930248408432,0.142777157780763
2,2999,2,2,2,1.72,0.263746,3.03085213533964,2.90287300952707,1,59,0.00323017557870701,0.0533982970019434
2,2999,2,3,2,1.28,0.208729,2.7951966491731,2.73606469055655,1,48,-0.0148186707514235,0.119466099751183
2,2999,3,1,3,1.88,0.185488,4.52828367600584,3.95402727582508,1,57,0.0221492786231426,0.0808721673160641
2,2999,3,2,3,1.92,0.188296666666667,4.84503313556934,3.94976300323524,1,56,0.00977200025613666,0.0785322474681167
2,2999,3,3,3,2.76,0.304955333333333,5.05204524621662,4.53015852522242,1,85,-0.00696966730951062,0.0451159402254434
2,2999,4,1,4,2.88,0.238114,6.25565278533604,5.61426680213274,1,80,0.00829992016039677,0.0406462715460144
2,2999,4,2,4,2.52,0.180222,6.01274493114543,5.20081178197894,1,73,0.00204889266293386,0.0619071163547313
2,2999,4,3,4,2.6,0.2087545,6.18540215444477,5.44358086848715,1,67,0.000968161469990665,0.065951844554988
2,2999,5,1,5,3.8,0.2526036,7.9296849263566,7.14348194831214,1,96,0.00203210165852476,0.032362596389169
2,2999,5,2,5,4,0.2807224,8.21990681310083,7.41559096319603,1,100,0.00556104531802744,0.0360991290495816
2,2999,5,3,5,3.72,0.2447008,7.48316726295167,7.12849129274568,1,101,-0.0134535992328638,0.035837735431161
2,2999,6,1,6,3.28,0.165183666666667,9.35021383834131,7.68669313136295,1,69,0.00994331751502165,0.0494820176903663
2,2999,6,2,6,4.56,0.240413,9.25233163240087,8.42624668891195,1,107,-0.0028911586152677,0.0279936803289963
2,2999,6,3,6,4.6,0.266609666666667,9.24038818395663,8.80825303769484,1,125,0.00107134612576123,0.0294443038226483
2,2999,8,1,8,6.2,0.24480025,12.06855589189,11.3419348552604,1,110,0.0027033536610164,0.0319198094482489
2,2999,8,2,8,6.24,0.258633,12.6176555401352,11.5359085505013,1,114,-0.00667097485907587,0.026600277882472
2,2999,8,3,8,6.8,0.2817225,13.3462766796392,11.8495264913834,1,97,0.00635266900847031,0.0304279048156996
2,2999,10,1,10,6.68,0.2118618,16.0049190637,13.6089356929031,1,93,0.00825034813710387,0.0362404743501152
2,2999,10,2,10,7.88,0.2659358,15.9802700930017,14.5855199768472,1,119,0.000252009260397495,0.0245540122064914
2,2999,10,3,10,7.28,0.245968,16.2882363950744,14.2571299840214,1,95,0.00798192218142543,0.0369310256371504
2,2999,12,1,12,8.52,0.238097333333333,19.4727057170055,16.9164288088658,1,89,0.00556995757146262,0.0399005648289393
2,2999,12,2,12,8.52,0.226228666666667,19.1175030201733,16.6061928375374,1,90,0.00221712153023109,0.034240119494112
2,2999,12,3,12,9,0.247494333333333,19.7356345250089,17.0801517065992,1,88,0.00290822536126819,0.0441874679300802
3,2999,2,1,2,1.48,0.209786,3.36055340558583,2.65896379432359,1,50,0.011360526333693,0.098571184494692
3,2999,2,2,2,2,0.375798,3.84594496126048,3.31567480299592,1,58,-0.0246115391406166,0.0621125237918533
3,2999,2,3,2,1.84,0.281327,3.1582108088913,2.9626707546019,1,49,-0.0069211578993043,0.074041684965627
3,2999,3,1,3,2.12,0.201564,4.60446392955179,3.95746764936959,1,67,-0.0114000575767409,0.061349433812908
3,2999,3,2,3,2.28,0.23489,4.41959235684315,4.19720848188278,1,53,0.0401750526870539,0.0895267054723537
3,2999,3,3,3,2.08,0.173351333333333,4.511858539182,3.81171827492795,1,92,-0.00189929960712154,0.0445998924600161
3,2999,4,1,4,3.84,0.3415755,7.04329236431264,6.3756037930787,1,89,-0.00749101671592759,0.0358223904696946
3,2999,4,2,4,3.04,0.2372725,6.1510618281763,5.60618248643315,1,89,0.00517797169679758,0.0456584140431055
3,2999,4,3,4,2.72,0.205662,5.70722396328311,5.36769056818848,1,77,-0.000663110407667309,0.0525485104188091
3,2999,5,1,5,4.04,0.2522864,7.63515835500737,7.11767694934264,1,109,-0.00257754530377986,0.0378345348666188
3,2999,5,2,5,4.04,0.247082,8.20679998167848,7.0537484630973,1,63,0.00342263418816221,0.0555362231866656
3,2999,5,3,5,3.2,0.168654,6.50233438977851,6.34528634984937,1,78,0.00834799832830092,0.056986064621658
3,2999,6,1,6,4.56,0.223183333333333,8.5686667641605,8.25404787882798,1,98,0.012125394682231,0.0354177940357661
3,2999,6,2,6,3.88,0.175169333333333,8.17405006623499,7.71752924684666,1,74,0.00898068431417898,0.0621998483244851
3,2999,6,3,6,3.8,0.173986333333333,8.17708870760519,7.68158674157039,1,80,-0.00537278423978149,0.0549142943318899
3,2999,8,1,8,6.4,0.239269,11.8956311036527,11.2273306885845,1,134,5.38790972061299e-05,0.027456637482314
3,2999,8,2,8,6.52,0.24490675,12.4580515231289,11.2600166142441,1,116,0.00346921320111547,0.03385521512085
3,2999,8,3,8,5.64,0.19993575,11.0883670594563,10.6272306920713,1,105,0.00317283394261189,0.0414305693201636
3,2999,10,1,10,6.64,0.1875962,14.1268307711488,13.0678012793201,1,93,0.00245661328905589,0.0267320643822185
3,2999,10,2,10,8.08,0.25278,16.0959896144657,14.2265124743897,1,118,-0.000465449859592071,0.0302615702590143
3,2999,10,3,10,7.64,0.2320884,15.7656477136157,13.8498017826618,1,100,-0.00407819823859896,0.0345120591293029
3,2999,12,1,12,8.4,0.2111115,18.0160741636998,16.1782379505241,1,105,-0.00285887336508312,0.0345107367059727
3,2999,12,2,12,9.44,0.247162166666667,18.8450170405391,16.9792348862613,1,102,0.00281164716862982,0.0342916256289833
3,2999,12,3,12,9.32,0.2412685,19.3183919467014,16.8112752953175,1,105,-0.00245935610970894,0.0377188845524837
4,2999,2,1,2,1.6,0.247537,3.12857250136634,2.83254751043058,1,59,0.0140524674016768,0.0513989991366124
4,2999,2,2,2,1.2,0.171992,2.61778130262315,2.55879731431936,1,37,0.0179135197223299,0.124904557352401
4,2999,2,3,2,1.68,0.231465,3.21796254914306,2.75851134964077,1,55,-0.00773929983004175,0.0833304298927282
4,2999,3,1,3,1.88,0.190438666666667,4.13235104823901,3.98850835004014,1,65,0.0333357088473052,0.0780498149693825
4,2999,3,2,3,1.88,0.166896666666667,4.20457431825212,3.80528351682524,1,72,-0.0169033333569095,0.0635116890540109
4,2999,3,3,3,1.52,0.135789333333333,3.65474762247012,3.65746689077851,1,57,0.0717230334169565,0.136175800980732
4,2999,4,1,4,2.6,0.176131,5.50837770954979,5.17749574920335,1,72,-0.0021921637461839,0.0664609790377812
4,2999,4,2,4,2.68,0.209888,6.01235955849039,5.42787561242176,1,80,0.00830720331026411,0.0580317085418144
4,2999,4,3,4,2.68,0.2070685,5.96328584960305,5.40406201815303,1,95,-0.0162144008730549,0.0467222142703688
4,2999,5,1,5,2.28,0.0901196,5.64946716649701,5.69560522376635,1,80,0.0145277152950657,0.067989977618451
4,2999,5,2,5,3,0.167778,6.54053134152437,6.40714971580456,1,79,0.00229436745451907,0.0454722246484265
4,2999,5,3,5,3.6,0.1938612,6.88468832745104,6.59616139760814,1,97,0.0172799151308729,0.0522213491762763
4,2999,6,1,6,4.24,0.175487333333333,8.44757997787114,7.69890360877343,1,98,-0.014381377461047,0.0430699637929386
4,2999,6,2,6,4.08,0.137975666666667,7.54612835901669,7.27047696423318,1,131,-0.00378512918715344,0.0242777238443748
4,2999,6,3,6,3.48,0.151407,7.86445991775787,7.46781812134162,1,91,-0.00490081644843946,0.0456804506559463
4,2999,8,1,8,4.36,0.11847375,9.88918107226243,9.47426353366307,1,96,0.00182470599790855,0.0398368504546458
4,2999,8,2,8,5.56,0.2153015,11.8871464722111,10.9102176404731,1,107,-0.0135342576526276,0.0359279643709935
4,2999,8,3,8,5.04,0.15285075,9.99281691107401,9.93069940702074,1,128,0.00505059825663901,0.0348635802589981
4,2999,10,1,10,6.8,0.1995086,14.3895196074498,13.2962083996823,1,116,-0.00619425949221057,0.0338419698220718
4,2999,10,2,10,6.36,0.1719378,13.8251744117819,12.8379393529193,1,117,-0.00368891998108195,0.0276639389245528
4,2999,10,3,10,6.8,0.1775438,13.6949353733378,12.8851863129127,1,121,-0.0134210603319278,0.0325246899332527
4,2999,12,1,12,8.2,0.198227,16.9027124878912,15.9595020223673,1,120,-0.0018379367954264,0.0360954325385399
4,2999,12,2,12,8.6,0.186567166666667,16.7103106127583,15.6287466349531,1,133,-0.00672977190881347,0.024405065819284
4,2999,12,3,12,8.12,0.176403166666667,16.2147343772398,15.4335190550451,1,124,-0.00335663943295713,0.0335952621051801
5,2999,2,1,2,1.16,0.194593,3.56944902939969,2.64263726807234,1,52,-0.0964565144314475,0.162169128632145
5,2999,2,2,2,1.24,0.193183,3.40372560394183,2.64717395959975,1,43,-0.0765236578079723,0.15576091126421
5,2999,2,3,2,0.96,0.131718,2.57973881152424,2.43080282569178,1,29,0.0432147310482844,0.214167336993738
5,2999,3,1,3,2,0.166449333333333,4.98996717999289,3.81706574613574,1,73,-0.00207439234253569,0.0613646499250387
5,2999,3,2,3,2.56,0.265993333333333,5.94278259316804,4.34884028751151,1,81,-0.0202684033963836,0.050025750151035
5,2999,3,3,3,2.24,0.242126666666667,5.40843081846294,4.2486836301084,1,64,-0.00434276723129916,0.064592080011367
5,2999,4,1,4,2.88,0.2080555,7.51067469400155,5.35023186086015,1,70,-0.00893228889183083,0.0505191340454
5,2999,4,2,4,2.72,0.189573,7.25115033918249,5.27972893276178,1,85,0.0199761089030415,0.0574835297332182
5,2999,4,3,4,2.72,0.1768515,7.05514635628113,5.15840757862178,1,81,-0.00487911092097791,0.0537212532512861
5,2999,5,1,5,2.76,0.1555184,8.20555725172537,6.28587006846667,1,67,-0.01024665862516,0.0583095152160695
5,2999,5,2,5,3.2,0.1804976,8.41445578624695,6.49617746761264,1,66,-0.0210662850880549,0.059365959318742
5,2999,5,3,5,3.48,0.1996028,8.84788168609575,6.66062071163042,1,88,0.0086616745015716,0.0352094017175683
5,2999,6,1,6,4.24,0.222162333333333,10.6459504377192,8.2300922849081,1,75,-0.0122668693206346,0.0455629380142345
5,2999,6,2,6,3.56,0.163111,9.07360838878591,7.6022519840676,1,86,0.00579573443723956,0.0458688094558438
5,2999,6,3,6,3.76,0.184620333333333,10.2965119291313,7.85161950924434,1,79,-0.00960021666122926,0.0483624609124065
5,2999,8,1,8,4.96,0.170364,12.0300299939086,10.2931147147858,1,109,0.00839482403532901,0.0267147851756569
5,2999,8,2,8,6,0.221008,14.3633412257623,10.9597647172172,1,90,-0.00195933338428382,0.031634380371063
5,2999,8,3,8,4.88,0.1906875,12.4517118767309,10.5991900726356,1,95,0.0112504210676539,0.0334191285646675
5,2999,10,1,10,6.84,0.2181128,16.1742233350691,13.7394433630545,1,99,0.0132252527480167,0.0377636781583686
5,2999,10,2,10,6.44,0.1777854,15.7110071570066,12.9350374346768,1,91,0.0086974711705545,0.0337981063873563
5,2999,10,3,10,6.48,0.1999792,16.7617826222412,13.3615852298475,1,85,0.0122853131494047,0.0442107593568433
5,2999,12,1,12,7.68,0.1828295,18.8648145014717,15.6607174591025,1,97,-0.00858117282307691,0.0360222685748513
5,2999,12,2,12,7.76,0.19606,18.8691869325463,15.9668451316369,1,101,0.00799080430550402,0.0361378929685794
5,2999,12,3,12,8,0.205766333333333,20.1858588870849,16.1702782031628,1,90,0.00123872307280794,0.0349799424477149
6,2999,2,1,2,1.28,0.192279,3.02317621716854,2.64644037849924,1,42,0.0186160258176973,0.0833112220556486
6,2999,2,2,2,0.88,0.115432,2.58858342842464,2.3851778797468,1,84,0.0830688166913633,0.143560580698441
6,2999,2,3,2,1.8,0.317805,3.24733201250506,3.08744033045829,1,60,-0.0342083649208888,0.0760638104444357
6,2999,3,1,3,1.88,0.2082,4.394791893633,4.08692977470498,1,73,0.00495532498138753,0.055726829966423
6,2999,3,2,3,1.68,0.182322666666667,4.79059606521617,3.95551690412842,1,48,0.06797350456194,0.136959934539286
6,2999,3,3,3,1.24,0.0745333333333334,3.30978145196319,3.324217215463,1,118,0.0207191967973018,0.0491048660542139
6,2999,4,1,4,2.12,0.133748,5.95395360686817,4.86754997473931,1,59,-0.0360173241526154,0.0663214533000529
6,2999,4,2,4,2.16,0.189589,5.87594563035009,5.32742976847107,1,54,-0.0107193822568277,0.107492973880461
6,2999,4,3,4,3.52,0.3017095,7.1667705127392,6.06640521585794,1,99,-0.00960425202089542,0.0399484819601822
6,2999,5,1,5,2.72,0.1411412,7.51342544109399,6.17345483504623,1,59,0.00846204908211699,0.0680904984138648
6,2999,5,2,5,3.04,0.195796,7.29969672442954,6.65662487117485,1,88,-0.00831288202147802,0.04974427383201
6,2999,5,3,5,3.64,0.2131808,8.87730053053868,6.78832898968521,1,79,0.00163470059806455,0.043788456807069
6,2999,6,1,6,3.48,0.192083333333333,8.68259203776967,7.98056229806116,1,87,-0.0135200824936821,0.0501421860510989
6,2999,6,2,6,2.36,0.100947666666667,7.83265660285714,7.00784354337499,1,63,-0.0320900333056446,0.120695679100791
6,2999,6,3,6,3.48,0.161445666666667,8.38791200656699,7.5938556879099,1,107,0.00438121084449896,0.0311981429866172
6,2999,8,1,8,5.48,0.21051725,12.5048908478681,10.833261560443,1,95,-0.00184846363707,0.0416954418675041
6,2999,8,2,8,4.88,0.1877305,12.0681506704994,10.5631137218283,1,93,-0.00768576729645541,0.0288185081047576
6,2999,8,3,8,5.16,0.20479175,12.8157494606056,10.8005868294224,1,89,0.00106893980398603,0.0374990971324444
6,2999,10,1,10,5.72,0.162862,14.3483261827477,12.7195751190314,1,87,0.00592699742661062,0.0463983719580709
6,2999,10,2,10,5.6,0.1534612,14.3367532257471,12.5303766512855,1,110,-0.00577253827093157,0.0356688968865855
6,2999,10,3,10,6.44,0.1897214,15.544089435383,13.1841109651341,1,104,-0.000123384825023496,0.0308103152873274
6,2999,12,1,12,6.72,0.1570585,17.2053114463592,15.1490232501554,1,93,-0.00297817718212391,0.0369146846007909
6,2999,12,2,12,6.88,0.166737666666667,17.4997092867437,15.3428295332281,1,95,-0.0100196246499855,0.0391523909718154
6,2999,12,3,12,6.84,0.1568225,17.7255400204992,15.1052477809683,1,100,-0.00810644186375222,0.0315689983215905
7,2999,2,1,2,1.04,0.172052,2.70786645793378,2.58681636676601,1,40,0.0299580311886098,0.114646634422166
7,2999,2,2,2,1.4,0.197058,2.92998072633119,2.65590755235561,1,42,0.0241244460706707,0.0967189152501728
7,2999,2,3,2,1.12,0.153151,3.04478956727423,2.50973949430337,1,35,-0.198655610609562,0.289491310463
7,2999,3,1,3,1.88,0.193188,4.82085222690682,3.96841617470614,1,58,0.0170940388936234,0.0829436557926206
7,2999,3,2,3,1.48,0.131212666666667,5.01012915279827,3.65335363745773,1,59,-0.0997147440487681,0.138133678569549
7,2999,3,3,3,2.16,0.206464666666667,5.17419530824989,3.99875418629022,1,61,0.0134706017611821,0.0657326296363186
7,2999,4,1,4,2.08,0.151033,6.37621816781421,5.01577945934759,1,46,-0.00399704958028429,0.089941176663856
7,2999,4,2,4,2.28,0.1603905,5.98287808902486,5.0792935151083,1,73,0.0154086782256039,0.0579620432866592
7,2999,4,3,4,2,0.1592615,5.6166896951383,5.06743909549483,1,76,-0.0046033796458016,0.0518202554685052
7,2999,5,1,5,3.88,0.2664728,8.3843258296387,7.31116444008348,1,98,0.00172927077484598,0.0369654526636732
7,2999,5,2,5,3.4,0.2211912,7.78774331882655,6.91310047914495,1,92,-0.00660669673660629,0.0502870192279004
7,2999,5,3,5,3.12,0.1660692,7.8892933011857,6.36212821360019,1,65,0.0143398789520553,0.0645597336924053
7,2999,6,1,6,4.52,0.225596,9.51044826688896,8.28523292386691,1,93,0.0177649159601624,0.0355492871773859
7,2999,6,2,6,4.28,0.194668333333333,9.57351206091241,7.90804563237256,1,70,0.0315054402154138,0.0559564575069754
7,2999,6,3,6,4.04,0.198438,9.75394486220711,7.9736192939009,1,87,-0.00125468147158949,0.0461797449444032
7,2999,8,1,8,5.2,0.2025325,12.7344539975442,10.7490424097431,1,90,0.0164453730014865,0.043277075942975
7,2999,8,2,8,5.08,0.1992085,11.7776413299368,10.6595040083186,1,119,-0.00479670699777265,0.0275041938869322
7,2999,8,3,8,4.64,0.178602,12.5654191419398,10.4304122571719,1,80,-0.0039598379774434,0.0520246822272711
7,2999,10,1,10,6.76,0.206825,16.3874618515345,13.479209327283,1,87,0.00114952183313361,0.042037688007756
7,2999,10,2,10,7.08,0.2224374,16.1600115336112,13.7557080584705,1,102,0.00613357883619266,0.0334662866284306
7,2999,10,3,10,6.6,0.1900908,15.8009744128296,13.1240531159571,1,92,0.0123263786164241,0.0374230241009691
7,2999,12,1,12,7.52,0.183013666666667,18.4659806884322,15.712225914963,1,83,-0.00445916182322506,0.0489495511827849
7,2999,12,2,12,8.04,0.196689833333333,19.1618083122177,15.9300032103828,1,90,0.00337799317954428,0.0444768195845078
7,2999,12,3,12,8.12,0.202330166666667,18.6761032274349,16.0445627571211,1,83,-0.000290947428929117,0.0455283800774005
8,2999,2,1,2,1.52,0.232777,3.77505361020035,2.75739893119648,1,43,-0.0279907943282003,0.130920161980462
8,2999,2,2,2,1.64,0.285628,3.27907461578443,2.96596058428466,1,50,-0.017254343710999,0.0960030708114756
8,2999,2,3,2,1.48,0.250277,3.25068168324396,2.84542024319715,1,46,0.00599558663517009,0.0815722040941585
8,2999,3,1,3,2.64,0.270818666666667,5.78516052136123,4.35628283605414,1,79,-0.00320157183587554,0.0471023452757622
8,2999,3,2,3,2.24,0.216193333333333,4.93547413935195,4.06431837896889,1,62,0.0127263919386185,0.0709205744231138
8,2999,3,3,3,1.96,0.199006,5.20234292963205,3.96177053519985,1,46,0.0399297905768518,0.100785886435777
8,2999,4,1,4,3.36,0.256895,7.06095067113471,5.6846953148255,1,92,-0.00923839738691586,0.0401878015307283
8,2999,4,2,4,2.56,0.2020105,5.93021059902156,5.31676182727028,1,61,0.00615409438697424,0.0673100806030092
8,2999,4,3,4,2.28,0.1593625,5.93926699667199,5.07193049877023,1,58,0.000363527272597099,0.0756263291228645
8,2999,5,1,5,2.96,0.1967496,7.80320106865576,6.66983403086173,1,77,0.0101119046896774,0.0501357895287641
8,2999,5,2,5,3.92,0.243724,8.99553214954101,7.00964817534752,1,87,0.00646937112612217,0.0447551903023127
8,2999,5,3,5,3.04,0.1650084,8.75330482726086,6.36123187074862,1,72,0.0120462970230212,0.0493167897554004
8,2999,6,1,6,3.48,0.172364,9.70388584929271,7.67831526987913,1,71,0.0136295071535359,0.0531258129771947
8,2999,6,2,6,3.92,0.205075,10.0188362371659,8.07075592185373,1,87,0.00203301896109782,0.0311101730562237
8,2999,6,3,6,4.2,0.216413333333333,9.97796886950328,8.16871233170022,1,93,0.00322858655476011,0.0368992051873414
8,2999,8,1,8,5.08,0.1913025,13.1266768232777,10.5936843282004,1,81,0.0132605625386442,0.0440119487940812
8,2999,8,2,8,5.36,0.21710175,13.0236796079964,10.9220832750128,1,95,0.00773960550604401,0.0264132969503142
