"edge_class","mean_delta","mean_abs","n","replicate","scenario","generation"
"interior",-0.0113639128159081,0.0351633737523425,88,38,"Isotropic",2054
"all",-0.0113639128159081,0.0351633737523425,88,38,"Isotropic",2054
"interior",0.00590331583551313,0.0196317064104229,129,39,"Isotropic",2054
"all",0.00590331583551313,0.0196317064104229,129,39,"Isotropic",2054
"interior",0.00889285185716409,0.034018910696767,111,40,"Isotropic",2054
"all",0.00889285185716409,0.034018910696767,111,40,"Isotropic",2054
"interior",-0.000914306768908988,0.023586444853845,107,41,"Isotropic",2054
"all",-0.000914306768908988,0.023586444853845,107,41,"Isotropic",2054
"interior",-0.00394828632499909,0.0403256285685045,114,42,"Isotropic",2054
"all",-0.00394828632499909,0.0403256285685045,114,42,"Isotropic",2054
"interior",-0.00349559269397998,0.0437355363094896,81,43,"Isotropic",2054
"all",-0.00349559269397998,0.0437355363094896,81,43,"Isotropic",2054
"interior",0.00442884565721673,0.0241502581075558,108,44,"Isotropic",2054
"all",0.00442884565721673,0.0241502581075558,108,44,"Isotropic",2054
"interior",0.00294211279907178,0.0319642340846186,109,45,"Isotropic",2054
"all",0.00294211279907178,0.0319642340846186,109,45,"Isotropic",2054
"interior",0.0129579253847192,0.035360018245847,88,46,"Isotropic",2054
"all",0.0129579253847192,0.035360018245847,88,46,"Isotropic",2054
"interior",-0.00272644208454263,0.0342357512764606,89,47,"Isotropic",2054
"all",-0.00272644208454263,0.0342357512764606,89,47,"Isotropic",2054
"interior",0.00292179304953251,0.0349396254557557,99,48,"Isotropic",2054
"all",0.00292179304953251,0.0349396254557557,99,48,"Isotropic",2054
"interior",0.0146109217834905,0.048612466501168,85,49,"Isotropic",2054
"all",0.0146109217834905,0.048612466501168,85,49,"Isotropic",2054
"interior",0.00301249796999453,0.0416544208730141,92,50,"Isotropic",2054
"all",0.00301249796999453,0.0416544208730141,92,50,"Isotropic",2054
"interior",-0.00136848067885454,0.0266923241959777,113,1,"Flux-conserved",2054
"all",-0.00136848067885454,0.0266923241959777,113,1,"Flux-conserved",2054
"interior",-0.00236882790332044,0.0398156421356833,84,2,"Flux-conserved",2054
"all",-0.00236882790332044,0.0398156421356833,84,2,"Flux-conserved",2054
"interior",-0.00539348823987623,0.0306215111731878,110,3,"Flux-conserved",2054
"all",-0.00539348823987623,0.0306215111731878,110,3,"Flux-conserved",2054
"interior",0.00114399674082504,0.0303499450673133,97,4,"Flux-conserved",2054
"all",0.00114399674082504,0.0303499450673133,97,4,"Flux-conserved",2054
"interior",-0.00534270688779292,0.0409788596236885,81,5,"Flux-conserved",2054
"all",-0.00534270688779292,0.0409788596236885,81,5,"Flux-conserved",2054
"interior",-0.00190439628822632,0.0347227948067771,97,6,"Flux-conserved",2054
"all",-0.00190439628822632,0.0347227948067771,97,6,"Flux-conserved",2054
"interior",0.00227600680911766,0.0451798636604521,73,7,"Flux-conserved",2054
"leaf-incident",0.503911211940382,0.503911211940382,1,7,"Flux-conserved",2054
"all",0.00905486093251313,0.0513789359345052,74,7,"Flux-conserved",2054
"interior",0.000707525243204074,0.0233577556588001,89,8,"Flux-conserved",2054
"all",0.000707525243204074,0.0233577556588001,89,8,"Flux-conserved",2054
"interior",-0.00771429731966157,0.027346831804803,100,9,"Flux-conserved",2054
"all",-0.00771429731966157,0.027346831804803,100,9,"Flux-conserved",2054
"interior",-0.0265845604697544,0.054312685871291,84,10,"Flux-conserved",2054
"all",-0.0265845604697544,0.054312685871291,84,10,"Flux-conserved",2054
"interior",0.00154547290120854,0.0472587288622671,90,11,"Flux-conserved",2054
"all",0.00154547290120854,0.0472587288622671,90,11,"Flux-conserved",2054
"interior",0.00100806257095797,0.0232452686819031,113,12,"Flux-conserved",2054
"all",0.00100806257095797,0.0232452686819031,113,12,"Flux-conserved",2054
"interior",-0.0168633073901081,0.0400259577121187,71,13,"Flux-conserved",2054
"all",-0.0168633073901081,0.0400259577121187,71,13,"Flux-conserved",2054
"interior",0.00481699998187692,0.0350847362954471,92,14,"Flux-conserved",2054
"all",0.00481699998187692,0.0350847362954471,92,14,"Flux-conserved",2054
"interior",0.00340973792788967,0.0246502220385192,97,15,"Flux-conserved",2054
"all",0.00340973792788967,0.0246502220385192,97,15,"Flux-conserved",2054
"interior",-0.00148265043418602,0.0437032192404119,83,16,"Flux-conserved",2054
"all",-0.00148265043418602,0.0437032192404119,83,16,"Flux-conserved",2054
"interior",-0.00672256780719437,0.0405129086812555,90,17,"Flux-conserved",2054
"all",-0.00672256780719437,0.0405129086812555,90,17,"Flux-conserved",2054
"interior",0.00334854375511897,0.0430993345765226,81,18,"Flux-conserved",2054
"all",0.00334854375511897,0.0430993345765226,81,18,"Flux-conserved",2054
"interior",-0.00269034287735346,0.0317607214271475,85,19,"Flux-conserved",2054
"all",-0.00269034287735346,0.0317607214271475,85,19,"Flux-conserved",2054
"interior",0.000387387018970467,0.042334308558285,85,20,"Flux-conserved",2054
"all",0.000387387018970467,0.042334308558285,85,20,"Flux-conserved",2054
"interior",-0.000712278991719512,0.0298944760704318,88,21,"Flux-conserved",2054
"all",-0.000712278991719512,0.0298944760704318,88,21,"Flux-conserved",2054
"interior",-0.00697418851278844,0.0318788331956134,83,22,"Flux-conserved",2054
"all",-0.00697418851278844,0.0318788331956134,83,22,"Flux-conserved",2054
"interior",-0.00437984994174523,0.0284026110376254,107,23,"Flux-conserved",2054
"all",-0.00437984994174523,0.0284026110376254,107,23,"Flux-conserved",2054
"interior",-0.00476814690370271,0.0301342038939691,98,24,"Flux-conserved",2054
"all",-0.00476814690370271,0.0301342038939691,98,24,"Flux-conserved",2054
"interior",-0.00504023213276651,0.0337717038775884,92,25,"Flux-conserved",2054
"all",-0.00504023213276651,0.0337717038775884,92,25,"Flux-conserved",2054
"interior",0.00139438495677683,0.0263791035493481,105,26,"Flux-conserved",2054
"all",0.00139438495677683,0.0263791035493481,105,26,"Flux-conserved",2054
"interior",-0.00275474480090492,0.0309205603987523,93,27,"Flux-conserved",2054
"all",-0.00275474480090492,0.0309205603987523,93,27,"Flux-conserved",2054
"interior",0.00188491779330322,0.0297970233722488,95,28,"Flux-conserved",2054
"all",0.00188491779330322,0.0297970233722488,95,28,"Flux-conserved",2054
"interior",-0.00669132095092397,0.0293410165766417,111,29,"Flux-conserved",2054
"all",-0.00669132095092397,0.0293410165766417,111,29,"Flux-conserved",2054
"interior",-0.00718830930049189,0.0307024651118668,97,30,"Flux-conserved",2054
"all",-0.00718830930049189,0.0307024651118668,97,30,"Flux-conserved",2054
"interior",0.00231252650803011,0.0391086594713225,82,31,"Flux-conserved",2054
"all",0.00231252650803011,0.0391086594713225,82,31,"Flux-conserved",2054
"interior",-0.00406877125173946,0.0245501431677843,105,32,"Flux-conserved",2054
"all",-0.00406877125173946,0.0245501431677843,105,32,"Flux-conserved",2054
"interior",0.000413622959378779,0.0324320685552663,86,33,"Flux-conserved",2054
"all",0.000413622959378779,0.0324320685552663,86,33,"Flux-conserved",2054
"interior",-0.00102017084387489,0.0305522652794132,102,34,"Flux-conserved",2054
"all",-0.00102017084387489,0.0305522652794132,102,34,"Flux-conserved",2054
"interior",-0.00139519290779706,0.0285441452279784,95,35,"Flux-conserved",2054
"all",-0.00139519290779706,0.0285441452279784,95,35,"Flux-conserved",2054
"interior",0.00090510487937549,0.0363737686479561,99,36,"Flux-conserved",2054
"all",0.00090510487937549,0.0363737686479561,99,36,"Flux-conserved",2054
"interior",-0.00157217922400506,0.0266239537488361,95,37,"Flux-conserved",2054
"all",-0.00157217922400506,0.0266239537488361,95,37,"Flux-conserved",2054
"interior",-0.00814727854141249,0.0294436222784375,98,38,"Flux-conserved",2054
"all",-0.00814727854141249,0.0294436222784375,98,38,"Flux-conserved",2054
"interior",0.0028397586218458,0.0393727664934179,90,39,"Flux-conserved",2054
"all",0.0028397586218458,0.0393727664934179,90,39,"Flux-conserved",2054
"interior",0.00538858878333276,0.0387720915170305,75,40,"Flux-conserved",2054
"all",0.00538858878333276,0.0387720915170305,75,40,"Flux-conserved",2054
"interior",-0.000231917040775268,0.0248306847540785,137,41,"Flux-conserved",2054
"all",-0.000231917040775268,0.0248306847540785,137,41,"Flux-conserved",2054
"interior",-0.0139104780688502,0.0397313166858721,100,42,"Flux-conserved",2054
"all",-0.0139104780688502,0.0397313166858721,100,42,"Flux-conserved",2054
"interior",-0.00243439861934479,0.0352991119113681,88,43,"Flux-conserved",2054
"all",-0.00243439861934479,0.0352991119113681,88,43,"Flux-conserved",2054
"interior",0.000491687497032598,0.0254615858944115,101,44,"Flux-conserved",2054
"all",0.000491687497032598,0.0254615858944115,101,44,"Flux-conserved",2054
"interior",0.00802027047104047,0.0297008979491948,102,45,"Flux-conserved",2054
"all",0.00802027047104047,0.0297008979491948,102,45,"Flux-conserved",2054
"interior",-0.000767910241185887,0.0326973342412646,68,46,"Flux-conserved",2054
"all",-0.000767910241185887,0.0326973342412646,68,46,"Flux-conserved",2054
"interior",0.000553114308647517,0.0312470908943747,106,47,"Flux-conserved",2054
"all",0.000553114308647517,0.0312470908943747,106,47,"Flux-conserved",2054
"interior",0.00726850088814343,0.0320857002918479,104,48,"Flux-conserved",2054
"all",0.00726850088814343,0.0320857002918479,104,48,"Flux-conserved",2054
"interior",0.0097105805181253,0.03784895846809,81,49,"Flux-conserved",2054
"all",0.0097105805181253,0.03784895846809,81,49,"Flux-conserved",2054
"interior",-0.00338810882309089,0.0347928543580346,103,50,"Flux-conserved",2054
"all",-0.00338810882309089,0.0347928543580346,103,50,"Flux-conserved",2054
"interior",-0.00192240941740192,0.0266207938365531,134,1,"Rate-conserved",2054
"all",-0.00192240941740192,0.0266207938365531,134,1,"Rate-conserved",2054
"interior",-0.000367246161087319,0.0329620664871905,94,2,"Rate-conserved",2054
"all",-0.000367246161087319,0.0329620664871905,94,2,"Rate-conserved",2054
"interior",-0.00590686316508738,0.0306940385595328,104,3,"Rate-conserved",2054
"all",-0.00590686316508738,0.0306940385595328,104,3,"Rate-conserved",2054
"interior",0.000472961039425831,0.0317903551326996,123,4,"Rate-conserved",2054
"all",0.000472961039425831,0.0317903551326996,123,4,"Rate-conserved",2054
"interior",-0.0031797650453565,0.021972584389908,108,5,"Rate-conserved",2054
"all",-0.0031797650453565,0.021972584389908,108,5,"Rate-conserved",2054
"interior",0.0015323581367036,0.0273756135229736,106,6,"Rate-conserved",2054
"all",0.0015323581367036,0.0273756135229736,106,6,"Rate-conserved",2054
"interior",-0.0045130653811246,0.0256408687108802,95,7,"Rate-conserved",2054
"all",-0.0045130653811246,0.0256408687108802,95,7,"Rate-conserved",2054
"interior",0.00475631862212864,0.0326565896455263,93,8,"Rate-conserved",2054
"all",0.00475631862212864,0.0326565896455263,93,8,"Rate-conserved",2054
"interior",-0.0112042690490303,0.036335701617994,87,9,"Rate-conserved",2054
"all",-0.0112042690490303,0.036335701617994,87,9,"Rate-conserved",2054
"interior",-0.0116931877838258,0.0329127433953495,82,10,"Rate-conserved",2054
"all",-0.0116931877838258,0.0329127433953495,82,10,"Rate-conserved",2054
"interior",-0.0063755131743807,0.0280969162683199,104,11,"Rate-conserved",2054
"all",-0.0063755131743807,0.0280969162683199,104,11,"Rate-conserved",2054
"interior",0.00977822536173528,0.0363628890770577,102,12,"Rate-conserved",2054
"all",0.00977822536173528,0.0363628890770577,102,12,"Rate-conserved",2054
"interior",-0.00652503729994463,0.0402936332010858,88,13,"Rate-conserved",2054
"all",-0.00652503729994463,0.0402936332010858,88,13,"Rate-conserved",2054
"interior",0.00233259168697634,0.024447322670753,113,14,"Rate-conserved",2054
"all",0.00233259168697634,0.024447322670753,113,14,"Rate-conserved",2054
"interior",0.0073702986924756,0.035844207650203,98,15,"Rate-conserved",2054
"all",0.0073702986924756,0.035844207650203,98,15,"Rate-conserved",2054
"interior",0.00300063772833968,0.0234828263183694,119,16,"Rate-conserved",2054
"all",0.00300063772833968,0.0234828263183694,119,16,"Rate-conserved",2054
"interior",0.0068186315042704,0.0251752555621134,116,17,"Rate-conserved",2054
"all",0.0068186315042704,0.0251752555621134,116,17,"Rate-conserved",2054
"interior",0.0168643207446089,0.0371854529553049,93,18,"Rate-conserved",2054
"all",0.0168643207446089,0.0371854529553049,93,18,"Rate-conserved",2054
"interior",-0.0025429021334229,0.0271693383244874,101,19,"Rate-conserved",2054
"all",-0.0025429021334229,0.0271693383244874,101,19,"Rate-conserved",2054
"interior",-0.002354422560414,0.0301875694245307,100,20,"Rate-conserved",2054
"all",-0.002354422560414,0.0301875694245307,100,20,"Rate-conserved",2054
"interior",-0.00172395244023968,0.035667142795772,92,21,"Rate-conserved",2054
"all",-0.00172395244023968,0.035667142795772,92,21,"Rate-conserved",2054
"interior",0.00252039284353606,0.0274212727726194,111,22,"Rate-conserved",2054
"all",0.00252039284353606,0.0274212727726194,111,22,"Rate-conserved",2054
"interior",-0.00685447928831028,0.0286070906511885,111,23,"Rate-conserved",2054
"all",-0.00685447928831028,0.0286070906511885,111,23,"Rate-conserved",2054
"interior",-0.000649631206116056,0.0334302271210658,97,24,"Rate-conserved",2054
"all",-0.000649631206116056,0.0334302271210658,97,24,"Rate-conserved",2054
"interior",-0.00634720786065179,0.0277396842086323,117,25,"Rate-conserved",2054
"all",-0.00634720786065179,0.0277396842086323,117,25,"Rate-conserved",2054
"interior",0.00405380510001539,0.0295899769865416,99,26,"Rate-conserved",2054
"all",0.00405380510001539,0.0295899769865416,99,26,"Rate-conserved",2054
"interior",0.00602914133801024,0.0279346852923667,104,27,"Rate-conserved",2054
"all",0.00602914133801024,0.0279346852923667,104,27,"Rate-conserved",2054
"interior",-0.00513974781957886,0.0305173077121945,92,28,"Rate-conserved",2054
"all",-0.00513974781957886,0.0305173077121945,92,28,"Rate-conserved",2054
"interior",-0.00675918911933763,0.0264977622531396,115,29,"Rate-conserved",2054
"all",-0.00675918911933763,0.0264977622531396,115,29,"Rate-conserved",2054
"interior",0.00257017269532137,0.0418514623646669,90,30,"Rate-conserved",2054
"all",0.00257017269532137,0.0418514623646669,90,30,"Rate-conserved",2054
"interior",0.00413071540656493,0.0328435402914807,100,31,"Rate-conserved",2054
"all",0.00413071540656493,0.0328435402914807,100,31,"Rate-conserved",2054
"interior",0.00137866896842127,0.0363394248702262,92,32,"Rate-conserved",2054
"all",0.00137866896842127,0.0363394248702262,92,32,"Rate-conserved",2054
"interior",-8.30300470423726e-05,0.0290944375494083,101,33,"Rate-conserved",2054
"all",-8.30300470423726e-05,0.0290944375494083,101,33,"Rate-conserved",2054
"interior",-0.00454690780637623,0.0370603001812195,98,34,"Rate-conserved",2054
"all",-0.00454690780637623,0.0370603001812195,98,34,"Rate-conserved",2054
"interior",0.00465173854678273,0.02686165433054,109,35,"Rate-conserved",2054
"all",0.00465173854678273,0.02686165433054,109,35,"Rate-conserved",2054
"interior",0.00929515789569343,0.0331913669700676,105,36,"Rate-conserved",2054
"all",0.00929515789569343,0.0331913669700676,105,36,"Rate-conserved",2054
"interior",0.00114204273280403,0.0259287028415429,119,37,"Rate-conserved",2054
"all",0.00114204273280403,0.0259287028415429,119,37,"Rate-conserved",2054
"interior",-0.00119795070003083,0.0286338991446795,108,38,"Rate-conserved",2054
"all",-0.00119795070003083,0.0286338991446795,108,38,"Rate-conserved",2054
"interior",0.00136231335159025,0.0341968343187249,105,39,"Rate-conserved",2054
"all",0.00136231335159025,0.0341968343187249,105,39,"Rate-conserved",2054
"interior",0.00255398609871184,0.0303737903974264,94,40,"Rate-conserved",2054
"all",0.00255398609871184,0.0303737903974264,94,40,"Rate-conserved",2054
"interior",0.00648844955529921,0.0377238918245733,111,41,"Rate-conserved",2054
"all",0.00648844955529921,0.0377238918245733,111,41,"Rate-conserved",2054
"interior",0.00550076513491653,0.0273142647381485,118,42,"Rate-conserved",2054
"all",0.00550076513491653,0.0273142647381485,118,42,"Rate-conserved",2054
"interior",-0.00129661215121315,0.0281232683998947,99,43,"Rate-conserved",2054
"all",-0.00129661215121315,0.0281232683998947,99,43,"Rate-conserved",2054
"interior",0.00145251552529181,0.0225563938303282,95,44,"Rate-conserved",2054
"all",0.00145251552529181,0.0225563938303282,95,44,"Rate-conserved",2054
"interior",0.00913193607516186,0.023049627005654,102,45,"Rate-conserved",2054
"all",0.00913193607516186,0.023049627005654,102,45,"Rate-conserved",2054
"interior",0.00739552670847597,0.0324399847391109,95,46,"Rate-conserved",2054
"all",0.00739552670847597,0.0324399847391109,95,46,"Rate-conserved",2054
"interior",0.00942959395163015,0.0332480306430797,101,47,"Rate-conserved",2054
"all",0.00942959395163015,0.0332480306430797,101,47,"Rate-conserved",2054
"interior",0.0115560441807924,0.0241309771910822,127,48,"Rate-conserved",2054
"all",0.0115560441807924,0.0241309771910822,127,48,"Rate-conserved",2054
"interior",0.00885992383425952,0.0400406333821598,92,49,"Rate-conserved",2054
"all",0.00885992383425952,0.0400406333821598,92,49,"Rate-conserved",2054
"interior",0.0047151706545658,0.027849594296985,108,50,"Rate-conserved",2054
"all",0.0047151706545658,0.027849594296985,108,50,"Rate-conserved",2054
"interior",-0.002287699096778,0.0353231963174478,86,1,"Isotropic",2104
"all",-0.002287699096778,0.0353231963174478,86,1,"Isotropic",2104
"interior",0.00919252150604782,0.0344726873917516,95,2,"Isotropic",2104
"all",0.00919252150604782,0.0344726873917516,95,2,"Isotropic",2104
"interior",-0.00462108417787176,0.0333984261565667,93,3,"Isotropic",2104
