"edge_class","mean_delta","mean_abs","n","replicate","scenario","generation"
"interior",-0.00647236976571561,0.0257586724072523,118,32,"Rate-conserved",2404
"all",-0.00647236976571561,0.0257586724072523,118,32,"Rate-conserved",2404
"interior",-0.0088941470610659,0.0402245846058297,91,33,"Rate-conserved",2404
"all",-0.0088941470610659,0.0402245846058297,91,33,"Rate-conserved",2404
"interior",-0.00255656543662961,0.0264531583291504,105,34,"Rate-conserved",2404
"all",-0.00255656543662961,0.0264531583291504,105,34,"Rate-conserved",2404
"interior",-0.000472566034614197,0.02401451455533,107,35,"Rate-conserved",2404
"all",-0.000472566034614197,0.02401451455533,107,35,"Rate-conserved",2404
"interior",-0.00632861999650183,0.0326250918966357,89,36,"Rate-conserved",2404
"all",-0.00632861999650183,0.0326250918966357,89,36,"Rate-conserved",2404
"interior",-0.00692049648148065,0.0341234885079937,91,37,"Rate-conserved",2404
"all",-0.00692049648148065,0.0341234885079937,91,37,"Rate-conserved",2404
"interior",-0.00214623274061923,0.0270317654067298,124,38,"Rate-conserved",2404
"all",-0.00214623274061923,0.0270317654067298,124,38,"Rate-conserved",2404
"interior",-0.0224741549721082,0.0442839746461766,94,39,"Rate-conserved",2404
"all",-0.0224741549721082,0.0442839746461766,94,39,"Rate-conserved",2404
"interior",0.001371263067385,0.0334598636988503,100,40,"Rate-conserved",2404
"all",0.001371263067385,0.0334598636988503,100,40,"Rate-conserved",2404
"interior",-0.0180604201695083,0.0379959970458677,96,41,"Rate-conserved",2404
"all",-0.0180604201695083,0.0379959970458677,96,41,"Rate-conserved",2404
"interior",-0.0134726496965234,0.0480352163456081,83,42,"Rate-conserved",2404
"all",-0.0134726496965234,0.0480352163456081,83,42,"Rate-conserved",2404
"interior",-0.0263654628834056,0.0543440547541848,76,43,"Rate-conserved",2404
"all",-0.0263654628834056,0.0543440547541848,76,43,"Rate-conserved",2404
"interior",-0.0142634413775389,0.0298979963728959,86,44,"Rate-conserved",2404
"all",-0.0142634413775389,0.0298979963728959,86,44,"Rate-conserved",2404
"interior",-0.00415081850367659,0.0346710783335529,93,45,"Rate-conserved",2404
"all",-0.00415081850367659,0.0346710783335529,93,45,"Rate-conserved",2404
"interior",-0.0128976788472659,0.0460004951364412,87,46,"Rate-conserved",2404
"all",-0.0128976788472659,0.0460004951364412,87,46,"Rate-conserved",2404
"interior",-0.00854995329722332,0.0437279927298468,79,47,"Rate-conserved",2404
"all",-0.00854995329722332,0.0437279927298468,79,47,"Rate-conserved",2404
"interior",-0.0109282082270145,0.0318096094610054,95,48,"Rate-conserved",2404
"all",-0.0109282082270145,0.0318096094610054,95,48,"Rate-conserved",2404
"interior",-0.0100813254415876,0.0409068959865061,84,49,"Rate-conserved",2404
"all",-0.0100813254415876,0.0409068959865061,84,49,"Rate-conserved",2404
"interior",0.0033084163885439,0.043190012484353,89,50,"Rate-conserved",2404
"all",0.0033084163885439,0.043190012484353,89,50,"Rate-conserved",2404
"interior",0.00725907443146119,0.0386983361831141,100,1,"Isotropic",2454
"all",0.00725907443146119,0.0386983361831141,100,1,"Isotropic",2454
"interior",0.0108528472680342,0.0333048034268425,87,2,"Isotropic",2454
"all",0.0108528472680342,0.0333048034268425,87,2,"Isotropic",2454
"interior",0.00338171402442861,0.0317469394712925,107,3,"Isotropic",2454
"all",0.00338171402442861,0.0317469394712925,107,3,"Isotropic",2454
"interior",0.0023269003701706,0.0283932274563107,127,4,"Isotropic",2454
"all",0.0023269003701706,0.0283932274563107,127,4,"Isotropic",2454
"interior",-0.00596740397207571,0.0375708797750216,90,5,"Isotropic",2454
"all",-0.00596740397207571,0.0375708797750216,90,5,"Isotropic",2454
"interior",-0.0124341605363629,0.0393161397830774,95,6,"Isotropic",2454
"all",-0.0124341605363629,0.0393161397830774,95,6,"Isotropic",2454
"interior",-0.00318330032453087,0.0278935673987886,87,7,"Isotropic",2454
"all",-0.00318330032453087,0.0278935673987886,87,7,"Isotropic",2454
"interior",0.00679934645333218,0.0363160223704928,81,8,"Isotropic",2454
"all",0.00679934645333218,0.0363160223704928,81,8,"Isotropic",2454
"interior",0.00139496036046862,0.0330366619707963,96,9,"Isotropic",2454
"all",0.00139496036046862,0.0330366619707963,96,9,"Isotropic",2454
"interior",-0.0132744549868051,0.0468099213604724,83,10,"Isotropic",2454
"all",-0.0132744549868051,0.0468099213604724,83,10,"Isotropic",2454
"interior",0.00714940870840702,0.0420951623751651,102,11,"Isotropic",2454
"all",0.00714940870840702,0.0420951623751651,102,11,"Isotropic",2454
"interior",0.0126184930568854,0.028506524650804,111,12,"Isotropic",2454
"all",0.0126184930568854,0.028506524650804,111,12,"Isotropic",2454
"interior",-0.00807083429979124,0.0277047930145196,88,13,"Isotropic",2454
"all",-0.00807083429979124,0.0277047930145196,88,13,"Isotropic",2454
"interior",-0.00218282036013869,0.0375458779491856,89,14,"Isotropic",2454
"all",-0.00218282036013869,0.0375458779491856,89,14,"Isotropic",2454
"interior",-0.00111926460319984,0.0383770602793047,82,15,"Isotropic",2454
"all",-0.00111926460319984,0.0383770602793047,82,15,"Isotropic",2454
"interior",-0.0032499502476155,0.0324727348542221,100,16,"Isotropic",2454
"all",-0.0032499502476155,0.0324727348542221,100,16,"Isotropic",2454
"interior",0.019295402996918,0.0375120992581574,92,17,"Isotropic",2454
"all",0.019295402996918,0.0375120992581574,92,17,"Isotropic",2454
"interior",-0.00810447623130218,0.0352520940838489,76,18,"Isotropic",2454
"all",-0.00810447623130218,0.0352520940838489,76,18,"Isotropic",2454
"interior",-0.00829545658178426,0.0354114459163629,94,19,"Isotropic",2454
"all",-0.00829545658178426,0.0354114459163629,94,19,"Isotropic",2454
"interior",-0.00158562950695472,0.0333355517734899,92,20,"Isotropic",2454
"all",-0.00158562950695472,0.0333355517734899,92,20,"Isotropic",2454
"interior",0.00786984544064431,0.03831761081307,83,21,"Isotropic",2454
"all",0.00786984544064431,0.03831761081307,83,21,"Isotropic",2454
"interior",-0.00840234302129624,0.0342262964803972,91,22,"Isotropic",2454
"all",-0.00840234302129624,0.0342262964803972,91,22,"Isotropic",2454
"interior",-0.00175865337951609,0.02992084196082,104,23,"Isotropic",2454
"all",-0.00175865337951609,0.02992084196082,104,23,"Isotropic",2454
"interior",0.0149157476951308,0.0499235676385996,77,24,"Isotropic",2454
"all",0.0149157476951308,0.0499235676385996,77,24,"Isotropic",2454
"interior",0.000744370478515536,0.0265913088666542,101,25,"Isotropic",2454
"all",0.000744370478515536,0.0265913088666542,101,25,"Isotropic",2454
"interior",0.00231185352818993,0.0282551249009734,94,26,"Isotropic",2454
"all",0.00231185352818993,0.0282551249009734,94,26,"Isotropic",2454
"interior",-0.00266559450124372,0.0264057606899012,93,27,"Isotropic",2454
"all",-0.00266559450124372,0.0264057606899012,93,27,"Isotropic",2454
"interior",0.00548281114438178,0.0298888655919884,91,28,"Isotropic",2454
"all",0.00548281114438178,0.0298888655919884,91,28,"Isotropic",2454
"interior",0.000303898301667594,0.0309909086398544,103,29,"Isotropic",2454
"all",0.000303898301667594,0.0309909086398544,103,29,"Isotropic",2454
"interior",0.00759954137345433,0.0309679332248401,102,30,"Isotropic",2454
"all",0.00759954137345433,0.0309679332248401,102,30,"Isotropic",2454
"interior",0.00716952923363275,0.0317216150476439,99,31,"Isotropic",2454
"all",0.00716952923363275,0.0317216150476439,99,31,"Isotropic",2454
"interior",0.00106800970026495,0.0341815696424662,97,32,"Isotropic",2454
"all",0.00106800970026495,0.0341815696424662,97,32,"Isotropic",2454
"interior",0.00496664778223318,0.0319002341990154,95,33,"Isotropic",2454
"all",0.00496664778223318,0.0319002341990154,95,33,"Isotropic",2454
"interior",0.00512779655928169,0.030110853973326,104,34,"Isotropic",2454
"all",0.00512779655928169,0.030110853973326,104,34,"Isotropic",2454
"interior",0.004249340213504,0.0288097985034292,91,35,"Isotropic",2454
"all",0.004249340213504,0.0288097985034292,91,35,"Isotropic",2454
"interior",0.0173591381117028,0.0376609736927037,84,36,"Isotropic",2454
"all",0.0173591381117028,0.0376609736927037,84,36,"Isotropic",2454
"interior",-0.00124653333168948,0.0237495578729546,103,37,"Isotropic",2454
"all",-0.00124653333168948,0.0237495578729546,103,37,"Isotropic",2454
"interior",-0.00352659501964129,0.0329333651005983,90,38,"Isotropic",2454
"all",-0.00352659501964129,0.0329333651005983,90,38,"Isotropic",2454
"interior",0.00324768789899146,0.0341642816489204,95,39,"Isotropic",2454
"all",0.00324768789899146,0.0341642816489204,95,39,"Isotropic",2454
"interior",0.00319057850723406,0.0458121596523514,76,40,"Isotropic",2454
"all",0.00319057850723406,0.0458121596523514,76,40,"Isotropic",2454
"interior",-0.00138541015522726,0.032957616801525,95,41,"Isotropic",2454
"all",-0.00138541015522726,0.032957616801525,95,41,"Isotropic",2454
"interior",0.00850319109808321,0.0329841965703597,98,42,"Isotropic",2454
"all",0.00850319109808321,0.0329841965703597,98,42,"Isotropic",2454
"interior",0.00342595199618015,0.034891222598216,83,43,"Isotropic",2454
"all",0.00342595199618015,0.034891222598216,83,43,"Isotropic",2454
"interior",-0.00905895338135772,0.0299122989878945,108,44,"Isotropic",2454
"all",-0.00905895338135772,0.0299122989878945,108,44,"Isotropic",2454
"interior",-0.000525174024534157,0.0332718234682146,102,45,"Isotropic",2454
"all",-0.000525174024534157,0.0332718234682146,102,45,"Isotropic",2454
"interior",-0.000589274680219823,0.0266528956097325,84,46,"Isotropic",2454
"all",-0.000589274680219823,0.0266528956097325,84,46,"Isotropic",2454
"interior",-0.0024261064760498,0.0280932526389575,107,47,"Isotropic",2454
"all",-0.0024261064760498,0.0280932526389575,107,47,"Isotropic",2454
"interior",0.00759472484398726,0.0366099372542037,102,48,"Isotropic",2454
"all",0.00759472484398726,0.0366099372542037,102,48,"Isotropic",2454
"interior",0.0100088794466979,0.0314909061448397,101,49,"Isotropic",2454
"all",0.0100088794466979,0.0314909061448397,101,49,"Isotropic",2454
"interior",-0.00341559293836241,0.0397391869657353,93,50,"Isotropic",2454
"all",-0.00341559293836241,0.0397391869657353,93,50,"Isotropic",2454
"interior",-0.0277511225990834,0.0463053076758272,88,1,"Flux-conserved",2454
"all",-0.0277511225990834,0.0463053076758272,88,1,"Flux-conserved",2454
"interior",-0.0115665071221318,0.0711711433566451,81,2,"Flux-conserved",2454
"all",-0.0115665071221318,0.0711711433566451,81,2,"Flux-conserved",2454
"interior",-0.021915099303548,0.042581408667425,87,3,"Flux-conserved",2454
"leaf-incident",0.221779331394045,0.221779331394045,1,3,"Flux-conserved",2454
"all",-0.0191458444092572,0.0446177486984093,88,3,"Flux-conserved",2454
"interior",-0.0297341386978395,0.0593998757376763,71,4,"Flux-conserved",2454
"all",-0.0297341386978395,0.0593998757376763,71,4,"Flux-conserved",2454
"interior",-0.0180378002258148,0.0541508964712709,72,5,"Flux-conserved",2454
"all",-0.0180378002258148,0.0541508964712709,72,5,"Flux-conserved",2454
"interior",-0.0149400154306198,0.0406607826223588,93,6,"Flux-conserved",2454
"all",-0.0149400154306198,0.0406607826223588,93,6,"Flux-conserved",2454
"interior",-0.0283114082462021,0.0467336538257105,87,7,"Flux-conserved",2454
"all",-0.0283114082462021,0.0467336538257105,87,7,"Flux-conserved",2454
"interior",-0.0319806152890833,0.0562300732234686,71,8,"Flux-conserved",2454
"all",-0.0319806152890833,0.0562300732234686,71,8,"Flux-conserved",2454
"interior",-0.0242411109215675,0.0419139861932065,87,9,"Flux-conserved",2454
"all",-0.0242411109215675,0.0419139861932065,87,9,"Flux-conserved",2454
"interior",0.00902708275773407,0.0902109233815807,79,10,"Flux-conserved",2454
"all",0.00902708275773407,0.0902109233815807,79,10,"Flux-conserved",2454
"interior",-0.035280321324264,0.0506980614141611,76,11,"Flux-conserved",2454
"all",-0.035280321324264,0.0506980614141611,76,11,"Flux-conserved",2454
"interior",-0.0343701039795905,0.0473688637317549,67,12,"Flux-conserved",2454
"leaf-incident",0.66682352064652,0.66682352064652,3,12,"Flux-conserved",2454
"all",-0.00431894863847147,0.0739169204566733,70,12,"Flux-conserved",2454
"interior",-0.0340623106860456,0.0661338635727377,71,13,"Flux-conserved",2454
"all",-0.0340623106860456,0.0661338635727377,71,13,"Flux-conserved",2454
"interior",-0.0301254621354993,0.0561018767033133,70,14,"Flux-conserved",2454
"all",-0.0301254621354993,0.0561018767033133,70,14,"Flux-conserved",2454
"interior",-0.0214235213326657,0.0419678349047347,89,15,"Flux-conserved",2454
"all",-0.0214235213326657,0.0419678349047347,89,15,"Flux-conserved",2454
"interior",-0.016063525702324,0.038049397390778,94,16,"Flux-conserved",2454
"all",-0.016063525702324,0.038049397390778,94,16,"Flux-conserved",2454
"interior",-0.0280224510975652,0.0532052433999772,78,17,"Flux-conserved",2454
"all",-0.0280224510975652,0.0532052433999772,78,17,"Flux-conserved",2454
"interior",-0.0116411304136698,0.0955295252970913,64,18,"Flux-conserved",2454
"all",-0.0116411304136698,0.0955295252970913,64,18,"Flux-conserved",2454
"interior",0.000989929622364655,0.0432588846888283,99,19,"Flux-conserved",2454
"all",0.000989929622364655,0.0432588846888283,99,19,"Flux-conserved",2454
"interior",-0.009657066850934,0.0463318981633157,77,20,"Flux-conserved",2454
"all",-0.009657066850934,0.0463318981633157,77,20,"Flux-conserved",2454
"interior",0.0137164529070813,0.0651542634554702,116,21,"Flux-conserved",2454
"all",0.0137164529070813,0.0651542634554702,116,21,"Flux-conserved",2454
"interior",-0.0259935546346817,0.052570657745555,61,22,"Flux-conserved",2454
"leaf-incident",0.446632627200347,0.446632627200347,1,22,"Flux-conserved",2454
"all",-0.0183705517018587,0.0589264959625677,62,22,"Flux-conserved",2454
"interior",-0.0430162221888846,0.0565617456273419,82,23,"Flux-conserved",2454
"all",-0.0430162221888846,0.0565617456273419,82,23,"Flux-conserved",2454
"interior",-0.0263003524381691,0.0503471072932097,86,24,"Flux-conserved",2454
"all",-0.0263003524381691,0.0503471072932097,86,24,"Flux-conserved",2454
"interior",-0.0241433476720434,0.0748206109808224,58,25,"Flux-conserved",2454
"all",-0.0241433476720434,0.0748206109808224,58,25,"Flux-conserved",2454
"interior",-0.0143405145841687,0.0393673856925417,97,26,"Flux-conserved",2454
"all",-0.0143405145841687,0.0393673856925417,97,26,"Flux-conserved",2454
"interior",-0.012052402714455,0.0545435481477367,88,27,"Flux-conserved",2454
"all",-0.012052402714455,0.0545435481477367,88,27,"Flux-conserved",2454
"interior",-0.0117735022452581,0.0425379313217984,95,28,"Flux-conserved",2454
"all",-0.0117735022452581,0.0425379313217984,95,28,"Flux-conserved",2454
"interior",-0.0198732972040996,0.0460975186286871,94,29,"Flux-conserved",2454
"all",-0.0198732972040996,0.0460975186286871,94,29,"Flux-conserved",2454
"interior",-0.0255041046522991,0.0617743553079502,76,30,"Flux-conserved",2454
"all",-0.0255041046522991,0.0617743553079502,76,30,"Flux-conserved",2454
"interior",-0.00819768588672424,0.0410668395493406,85,31,"Flux-conserved",2454
"leaf-incident",0.40991860681624,0.40991860681624,1,31,"Flux-conserved",2454
"all",-0.00333586852971304,0.0453558135873278,86,31,"Flux-conserved",2454
"interior",-0.0322063873421367,0.048137416063487,86,32,"Flux-conserved",2454
"all",-0.0322063873421367,0.048137416063487,86,32,"Flux-conserved",2454
"interior",-0.0150497020768588,0.0560363524453347,86,33,"Flux-conserved",2454
"all",-0.0150497020768588,0.0560363524453347,86,33,"Flux-conserved",2454
"interior",-0.0286098713805144,0.060465333660916,71,34,"Flux-conserved",2454
"all",-0.0286098713805144,0.060465333660916,71,34,"Flux-conserved",2454
"interior",-0.0145683467643742,0.0426440786786686,95,35,"Flux-conserved",2454
"all",-0.0145683467643742,0.0426440786786686,95,35,"Flux-conserved",2454
"interior",-0.0213985877863611,0.0420315808934069,79,36,"Flux-conserved",2454
"all",-0.0213985877863611,0.0420315808934069,79,36,"Flux-conserved",2454
"interior",-0.0232588257763619,0.051256533372751,80,37,"Flux-conserved",2454
"all",-0.0232588257763619,0.051256533372751,80,37,"Flux-conserved",2454
"interior",-0.0159259820261486,0.0454533138137297,95,38,"Flux-conserved",2454
"all",-0.0159259820261486,0.0454533138137297,95,38,"Flux-conserved",2454
"interior",-0.0205122532469592,0.0581249104824166,80,39,"Flux-conserved",2454
"all",-0.0205122532469592,0.0581249104824166,80,39,"Flux-conserved",2454
"interior",-0.0233633345560835,0.053709335739406,80,40,"Flux-conserved",2454
"all",-0.0233633345560835,0.053709335739406,80,40,"Flux-conserved",2454
"interior",-0.026951304151296,0.0421664650406973,88,41,"Flux-conserved",2454
"all",-0.026951304151296,0.0421664650406973,88,41,"Flux-conserved",2454
"interior",-0.0257824212614877,0.0452592001745748,72,42,"Flux-conserved",2454
"all",-0.0257824212614877,0.0452592001745748,72,42,"Flux-conserved",2454
"interior",-0.00181644679205786,0.0282575988614641,111,43,"Flux-conserved",2454
"all",-0.00181644679205786,0.0282575988614641,111,43,"Flux-conserved",2454
"interior",-0.0213752724782226,0.0600751076003817,78,44,"Flux-conserved",2454
"all",-0.0213752724782226,0.0600751076003817,78,44,"Flux-conserved",2454
"interior",-0.02240418585005,0.0653507790070082,70,45,"Flux-conserved",2454
"all",-0.02240418585005,0.0653507790070082,70,45,"Flux-conserved",2454
"interior",-0.0225315519877625,0.0446383701023512,90,46,"Flux-conserved",2454
"all",-0.0225315519877625,0.0446383701023512,90,46,"Flux-conserved",2454
"interior",-0.0174107772044507,0.0345026843158251,99,47,"Flux-conserved",2454
"all",-0.0174107772044507,0.0345026843158251,99,47,"Flux-conserved",2454
"interior",-0.0131670688772186,0.0399316911959197,86,48,"Flux-conserved",2454
"all",-0.0131670688772186,0.0399316911959197,86,48,"Flux-conserved",2454
"interior",-0.0137908814282281,0.0412901943989248,80,49,"Flux-conserved",2454
"all",-0.0137908814282281,0.0412901943989248,80,49,"Flux-conserved",2454
"interior",-0.0132901056194916,0.0331921385421881,121,50,"Flux-conserved",2454
"all",-0.0132901056194916,0.0331921385421881,121,50,"Flux-conserved",2454
"interior",-0.00916202843805066,0.0404753099763633,87,1,"Rate-conserved",2454
"all",-0.00916202843805066,0.0404753099763633,87,1,"Rate-conserved",2454
"interior",-0.0048234605928315,0.0452363851389869,83,2,"Rate-conserved",2454
"all",-0.0048234605928315,0.0452363851389869,83,2,"Rate-conserved",2454
"interior",-0.0143864214752503,0.0406661620914568,99,3,"Rate-conserved",2454
"all",-0.0143864214752503,0.0406661620914568,99,3,"Rate-conserved",2454
"interior",-0.00943333594869835,0.0286750031853619,103,4,"Rate-conserved",2454
"all",-0.00943333594869835,0.0286750031853619,103,4,"Rate-conserved",2454
"interior",-0.0200358249518904,0.0554718504598289,66,5,"Rate-conserved",2454
"all",-0.0200358249518904,0.0554718504598289,66,5,"Rate-conserved",2454
"interior",-0.0200068017083795,0.0467401353810377,92,6,"Rate-conserved",2454
"all",-0.0200068017083795,0.0467401353810377,92,6,"Rate-conserved",2454
"interior",-0.021051925561419,0.043293105667778,86,7,"Rate-conserved",2454
"all",-0.021051925561419,0.043293105667778,86,7,"Rate-conserved",2454
"interior",-0.0017713772683805,0.0372966707722989,84,8,"Rate-conserved",2454
"all",-0.0017713772683805,0.0372966707722989,84,8,"Rate-conserved",2454
"interior",-0.0116894133214324,0.0285518648996571,105,9,"Rate-conserved",2454
"all",-0.0116894133214324,0.0285518648996571,105,9,"Rate-conserved",2454
"interior",0.00522244837283866,0.0742352736339916,81,10,"Rate-conserved",2454
"all",0.00522244837283866,0.0742352736339916,81,10,"Rate-conserved",2454
"interior",-0.0126914332329441,0.0396959624432187,87,11,"Rate-conserved",2454
"all",-0.0126914332329441,0.0396959624432187,87,11,"Rate-conserved",2454
"interior",-0.0172218548787098,0.0386103689838861,95,12,"Rate-conserved",2454
"all",-0.0172218548787098,0.0386103689838861,95,12,"Rate-conserved",2454
"interior",-0.0130760634262714,0.032314429519848,91,13,"Rate-conserved",2454
"all",-0.0130760634262714,0.032314429519848,91,13,"Rate-conserved",2454
"interior",-0.00810264904558353,0.0379330874668396,100,14,"Rate-conserved",2454
"all",-0.00810264904558353,0.0379330874668396,100,14,"Rate-conserved",2454
"interior",-0.00990383027720703,0.0445637438346513,81,15,"Rate-conserved",2454
"all",-0.00990383027720703,0.0445637438346513,81,15,"Rate-conserved",2454
"interior",-0.0026238777498367,0.0377944722499466,96,16,"Rate-conserved",2454
"all",-0.0026238777498367,0.0377944722499466,96,16,"Rate-conserved",2454
"interior",-0.00391665103293616,0.0447372788574336,94,17,"Rate-conserved",2454
"all",-0.00391665103293616,0.0447372788574336,94,17,"Rate-conserved",2454
"interior",-0.0164061056603273,0.0603116977680263,78,18,"Rate-conserved",2454
"all",-0.0164061056603273,0.0603116977680263,78,18,"Rate-conserved",2454
"interior",-0.00834574012719661,0.039332405337786,85,19,"Rate-conserved",2454
"all",-0.00834574012719661,0.039332405337786,85,19,"Rate-conserved",2454
"interior",-0.0167463867111927,0.0371165349252108,95,20,"Rate-conserved",2454
"all",-0.0167463867111927,0.0371165349252108,95,20,"Rate-conserved",2454
"interior",-0.013080993871439,0.0414658000953743,94,21,"Rate-conserved",2454
"all",-0.013080993871439,0.0414658000953743,94,21,"Rate-conserved",2454
"interior",-0.00307575102656738,0.0281367079214711,98,22,"Rate-conserved",2454
"all",-0.00307575102656738,0.0281367079214711,98,22,"Rate-conserved",2454
"interior",-0.00147332214564779,0.0242496829469804,100,23,"Rate-conserved",2454
"all",-0.00147332214564779,0.0242496829469804,100,23,"Rate-conserved",2454
"interior",-0.00323337680210944,0.0333989837042815,90,24,"Rate-conserved",2454
"all",-0.00323337680210944,0.0333989837042815,90,24,"Rate-conserved",2454
"interior",-0.0180404788191546,0.0423931542572961,93,25,"Rate-conserved",2454
"all",-0.0180404788191546,0.0423931542572961,93,25,"Rate-conserved",2454
"interior",-0.0135511263782329,0.0414395447587076,84,26,"Rate-conserved",2454
"all",-0.0135511263782329,0.0414395447587076,84,26,"Rate-conserved",2454
"interior",-0.0129344376676788,0.0318284622284958,90,27,"Rate-conserved",2454
"all",-0.0129344376676788,0.0318284622284958,90,27,"Rate-conserved",2454
"interior",-0.0127831021384497,0.0333106571462247,98,28,"Rate-conserved",2454
"all",-0.0127831021384497,0.0333106571462247,98,28,"Rate-conserved",2454
"interior",-0.00855443279495213,0.0383816322458528,99,29,"Rate-conserved",2454
"all",-0.00855443279495213,0.0383816322458528,99,29,"Rate-conserved",2454
"interior",-0.00989999330889717,0.0296541932490994,100,30,"Rate-conserved",2454
"all",-0.00989999330889717,0.0296541932490994,100,30,"Rate-conserved",2454
"interior",-0.00827903330217918,0.0268097729829442,108,31,"Rate-conserved",2454
"all",-0.00827903330217918,0.0268097729829442,108,31,"Rate-conserved",2454
"interior",-0.0151845818517723,0.0466466180435891,81,32,"Rate-conserved",2454
"all",-0.0151845818517723,0.0466466180435891,81,32,"Rate-conserved",2454
"interior",-0.0121426760728976,0.04072389685712,78,33,"Rate-conserved",2454
"all",-0.0121426760728976,0.04072389685712,78,33,"Rate-conserved",2454
"interior",-0.00633453990864156,0.0313350897382508,94,34,"Rate-conserved",2454
"all",-0.00633453990864156,0.0313350897382508,94,34,"Rate-conserved",2454
"interior",0.00145971868620437,0.0271821636004198,95,35,"Rate-conserved",2454
"all",0.00145971868620437,0.0271821636004198,95,35,"Rate-conserved",2454
"interior",-0.00282373271857328,0.0591424767840328,62,36,"Rate-conserved",2454
"all",-0.00282373271857328,0.0591424767840328,62,36,"Rate-conserved",2454
"interior",0.000587051454270556,0.0291834284533388,106,37,"Rate-conserved",2454
"all",0.000587051454270556,0.0291834284533388,106,37,"Rate-conserved",2454
"interior",0.000412968728083978,0.0293431724059976,128,38,"Rate-conserved",2454
"all",0.000412968728083978,0.0293431724059976,128,38,"Rate-conserved",2454
"interior",-0.00832028383575939,0.0380978403935722,98,39,"Rate-conserved",2454
"all",-0.00832028383575939,0.0380978403935722,98,39,"Rate-conserved",2454
"interior",0.00767922680944923,0.0431121610605754,93,40,"Rate-conserved",2454
"all",0.00767922680944923,0.0431121610605754,93,40,"Rate-conserved",2454
"interior",-0.0227130652295612,0.04289586911166,92,41,"Rate-conserved",2454
"all",-0.0227130652295612,0.04289586911166,92,41,"Rate-conserved",2454
"interior",-0.0213056850076602,0.0504888323817096,79,42,"Rate-conserved",2454
"all",-0.0213056850076602,0.0504888323817096,79,42,"Rate-conserved",2454
"interior",-0.0246315373957036,0.0454451927063449,87,43,"Rate-conserved",2454
"all",-0.0246315373957036,0.0454451927063449,87,43,"Rate-conserved",2454
"interior",-0.00925569160093386,0.0312700725460382,94,44,"Rate-conserved",2454
"all",-0.00925569160093386,0.0312700725460382,94,44,"Rate-conserved",2454
"interior",-0.00840408395249024,0.0282019360680853,95,45,"Rate-conserved",2454
"all",-0.00840408395249024,0.0282019360680853,95,45,"Rate-conserved",2454
"interior",-0.0119206727569436,0.0366686769817195,90,46,"Rate-conserved",2454
"all",-0.0119206727569436,0.0366686769817195,90,46,"Rate-conserved",2454
"interior",0.00362141028220548,0.035122296195286,86,47,"Rate-conserved",2454
"all",0.00362141028220548,0.035122296195286,86,47,"Rate-conserved",2454
"interior",-0.0107854119006404,0.0342986090145272,93,48,"Rate-conserved",2454
"all",-0.0107854119006404,0.0342986090145272,93,48,"Rate-conserved",2454
"interior",-0.00974125490955362,0.0356389223497947,89,49,"Rate-conserved",2454
"all",-0.00974125490955362,0.0356389223497947,89,49,"Rate-conserved",2454
"interior",-0.00670245069604655,0.0271717842019134,113,50,"Rate-conserved",2454
"all",-0.00670245069604655,0.0271717842019134,113,50,"Rate-conserved",2454
"interior",-0.00132678630179155,0.0335563507793561,105,1,"Isotropic",2504
"all",-0.00132678630179155,0.0335563507793561,105,1,"Isotropic",2504
"interior",0.0115570488942456,0.0350929176032328,79,2,"Isotropic",2504
"all",0.0115570488942456,0.0350929176032328,79,2,"Isotropic",2504
"interior",-0.00150787405672147,0.031460852400663,92,3,"Isotropic",2504
"all",-0.00150787405672147,0.031460852400663,92,3,"Isotropic",2504
"interior",0.00627470307648459,0.0248682690895396,129,4,"Isotropic",2504
"all",0.00627470307648459,0.0248682690895396,129,4,"Isotropic",2504
"interior",-0.0045883092648869,0.0346970055322638,92,5,"Isotropic",2504
"all",-0.0045883092648869,0.0346970055322638,92,5,"Isotropic",2504
"interior",-0.0171403343759791,0.0378709900189408,99,6,"Isotropic",2504
"all",-0.0171403343759791,0.0378709900189408,99,6,"Isotropic",2504
"interior",-0.00121821211994989,0.0287995037500551,97,7,"Isotropic",2504
"all",-0.00121821211994989,0.0287995037500551,97,7,"Isotropic",2504
"interior",0.0108281117998381,0.0277502286410025,112,8,"Isotropic",2504
"all",0.0108281117998381,0.0277502286410025,112,8,"Isotropic",2504
"interior",-0.00623093752858544,0.029783468570684,99,9,"Isotropic",2504
"all",-0.00623093752858544,0.029783468570684,99,9,"Isotropic",2504
"interior",-0.0214576546236664,0.0451063261336763,83,10,"Isotropic",2504
"all",-0.0214576546236664,0.0451063261336763,83,10,"Isotropic",2504
"interior",-0.00747063528971768,0.0263600433464435,125,11,"Isotropic",2504
"all",-0.00747063528971768,0.0263600433464435,125,11,"Isotropic",2504
"interior",0.00609516369006855,0.0313977263405814,110,12,"Isotropic",2504
"all",0.00609516369006855,0.0313977263405814,110,12,"Isotropic",2504
"interior",0.00231626559051338,0.0334901943108645,80,13,"Isotropic",2504
"all",0.00231626559051338,0.0334901943108645,80,13,"Isotropic",2504
"interior",-0.00238074616190434,0.0306944305139358,109,14,"Isotropic",2504
"all",-0.00238074616190434,0.0306944305139358,109,14,"Isotropic",2504
"interior",0.00461031426514647,0.0408401898554629,75,15,"Isotropic",2504
"all",0.00461031426514647,0.0408401898554629,75,15,"Isotropic",2504
"interior",-0.00764772100227684,0.0289635159787217,96,16,"Isotropic",2504
