"cond","replicate","alternative","sign_concord","rho_signed","rho_abs","dbar_pres"
1,40,"scale x2",0.850574712643678,0.831431799956258,0.522526791572501,1
1,40,"perplexity",0.655172413793103,0.231264124808632,0.347780126849894,1
1,41,"global",0.823529411764706,0.73547000195427,0.678014461598593,1
1,41,"scale x0.5",0.682352941176471,0.349872972444792,0.130134844635529,1
1,41,"scale x2",0.835294117647059,0.819269102990033,0.686456908344733,1
1,41,"perplexity",0.623529411764706,0.168848934922806,0.45530584326754,1
1,42,"global",0.878787878787879,0.78117501546073,0.6717377860235,1
1,42,"scale x0.5",0.676767676767677,0.386048237476809,0.270500927643785,1
1,42,"scale x2",0.838383838383838,0.759022881880025,0.613098330241187,1
1,42,"perplexity",0.676767676767677,0.122251082251082,0.347050092764378,1
1,43,"global",0.889908256880734,0.899416180150125,0.809823000648689,1
1,43,"scale x0.5",0.807339449541284,0.565258085441572,0.368316189417107,0
1,43,"scale x2",0.89908256880734,0.875349828560838,0.642322305625058,1
1,43,"perplexity",0.73394495412844,0.304967102214809,0.40116763969975,1
1,44,"global",0.883495145631068,0.866252251460704,0.752097702411809,1
1,44,"scale x0.5",0.805825242718447,0.636855862584018,0.219544875455783,0
1,44,"scale x2",0.844660194174757,0.827395334534112,0.651869261520889,1
1,44,"perplexity",0.757281553398058,0.413049685893775,0.38782234327637,1
1,45,"global",0.831168831168831,0.891634681108365,0.770545244229455,1
1,45,"scale x0.5",0.766233766233766,0.596272148903728,0.359035701140964,1
1,45,"scale x2",0.805194805194805,0.83668962616331,0.702823492297176,1
1,45,"perplexity",0.714285714285714,0.38869025711131,0.296650717703349,0
1,46,"global",0.806122448979592,0.828102187454176,0.722051144731557,1
1,46,"scale x0.5",0.826530612244898,0.736077373779877,0.350738608470567,1
1,46,"scale x2",0.76530612244898,0.761936639698053,0.577733998941657,1
1,46,"perplexity",0.755102040816326,0.385485403158452,0.360518715452441,1
1,47,"global",0.862745098039216,0.813718893305664,0.696354558357035,1
1,47,"scale x0.5",0.588235294117647,0.423096278788359,0.405386455264601,0
1,47,"scale x2",0.931372549019608,0.843936421055012,0.632764304414451,1
1,47,"perplexity",0.598039215686274,0.15271047378867,0.382259642297753,1
1,48,"global",0.88785046728972,0.900791551558612,0.772184016144517,1
1,48,"scale x0.5",0.710280373831776,0.490017437645722,0.161748858715884,1
1,48,"scale x2",0.803738317757009,0.798673563353514,0.674317678637904,1
1,48,"perplexity",0.691588785046729,0.243284547111033,0.364632927761124,0
1,49,"global",0.833333333333333,0.882432103861443,0.731005196464821,1
1,49,"scale x0.5",0.686274509803922,0.498662716071721,0.261072880560472,1
1,49,"scale x2",0.843137254901961,0.843585843450136,0.636009974498306,1
1,49,"perplexity",0.696078431372549,0.315683824236221,0.342180705791881,1
1,5,"global",0.885057471264368,0.798789822847561,0.72654370489174,1
1,5,"scale x0.5",0.71264367816092,0.48503681563024,0.139917620470948,0
1,5,"scale x2",0.816091954022989,0.647098490923671,0.582069694539622,1
