"Stratum","He","n_poly","pop_index","is_terminus","replicate","scenario","generation"
"Pop17",0.1890325,9,17,FALSE,50,"Isotropic",2654
"Pop18",0.19764,10,18,FALSE,50,"Isotropic",2654
"Pop19",0.1893575,10,19,FALSE,50,"Isotropic",2654
"Pop20",0.1661175,10,20,FALSE,50,"Isotropic",2654
"Pop21",0.1955125,10,21,FALSE,50,"Isotropic",2654
"Pop22",0.1573175,11,22,FALSE,50,"Isotropic",2654
"Pop23",0.1715875,9,23,FALSE,50,"Isotropic",2654
"Pop24",0.17308,9,24,FALSE,50,"Isotropic",2654
"Pop25",0.1334975,8,25,TRUE,50,"Isotropic",2654
"Pop01",0,0,1,TRUE,1,"Redistributed",2654
"Pop02",0,0,2,FALSE,1,"Redistributed",2654
"Pop03",0,0,3,FALSE,1,"Redistributed",2654
"Pop04",0,0,4,FALSE,1,"Redistributed",2654
"Pop05",0,0,5,FALSE,1,"Redistributed",2654
"Pop06",0,0,6,FALSE,1,"Redistributed",2654
"Pop07",0,0,7,FALSE,1,"Redistributed",2654
"Pop08",0.00819,1,8,FALSE,1,"Redistributed",2654
"Pop09",0.0236775,1,9,FALSE,1,"Redistributed",2654
"Pop10",0.02475,1,10,FALSE,1,"Redistributed",2654
"Pop11",0.0160675,2,11,FALSE,1,"Redistributed",2654
"Pop12",0.0443975,4,12,FALSE,1,"Redistributed",2654
"Pop13",0.0378325,4,13,FALSE,1,"Redistributed",2654
"Pop14",0.0694575,7,14,FALSE,1,"Redistributed",2654
"Pop15",0.10157,7,15,FALSE,1,"Redistributed",2654
"Pop16",0.10629,7,16,FALSE,1,"Redistributed",2654
"Pop17",0.136175,8,17,FALSE,1,"Redistributed",2654
"Pop18",0.138345,8,18,FALSE,1,"Redistributed",2654
"Pop19",0.1309775,9,19,FALSE,1,"Redistributed",2654
"Pop20",0.1465325,9,20,FALSE,1,"Redistributed",2654
"Pop21",0.1619575,9,21,FALSE,1,"Redistributed",2654
"Pop22",0.136025,8,22,FALSE,1,"Redistributed",2654
"Pop23",0.1438875,8,23,FALSE,1,"Redistributed",2654
"Pop24",0.1498675,9,24,FALSE,1,"Redistributed",2654
"Pop25",0.1252575,10,25,TRUE,1,"Redistributed",2654
"Pop01",0,0,1,TRUE,2,"Redistributed",2654
"Pop02",0,0,2,FALSE,2,"Redistributed",2654
"Pop03",0,0,3,FALSE,2,"Redistributed",2654
"Pop04",0,0,4,FALSE,2,"Redistributed",2654
"Pop05",0,0,5,FALSE,2,"Redistributed",2654
"Pop06",0,0,6,FALSE,2,"Redistributed",2654
"Pop07",0,0,7,FALSE,2,"Redistributed",2654
"Pop08",0.0105575,2,8,FALSE,2,"Redistributed",2654
"Pop09",0.0354375,2,9,FALSE,2,"Redistributed",2654
"Pop10",0.03732,2,10,FALSE,2,"Redistributed",2654
"Pop11",0.0459125,3,11,FALSE,2,"Redistributed",2654
"Pop12",0.0716525,5,12,FALSE,2,"Redistributed",2654
"Pop13",0.052565,8,13,FALSE,2,"Redistributed",2654
"Pop14",0.05154,7,14,FALSE,2,"Redistributed",2654
"Pop15",0.10094,8,15,FALSE,2,"Redistributed",2654
"Pop16",0.128535,9,16,FALSE,2,"Redistributed",2654
"Pop17",0.165255,10,17,FALSE,2,"Redistributed",2654
"Pop18",0.1782625,11,18,FALSE,2,"Redistributed",2654
"Pop19",0.15911,10,19,FALSE,2,"Redistributed",2654
"Pop20",0.172625,11,20,FALSE,2,"Redistributed",2654
"Pop21",0.161725,11,21,FALSE,2,"Redistributed",2654
"Pop22",0.1775325,11,22,FALSE,2,"Redistributed",2654
"Pop23",0.170175,11,23,FALSE,2,"Redistributed",2654
"Pop24",0.169785,10,24,FALSE,2,"Redistributed",2654
"Pop25",0.1506925,9,25,TRUE,2,"Redistributed",2654
"Pop01",0,0,1,TRUE,3,"Redistributed",2654
"Pop02",0,0,2,FALSE,3,"Redistributed",2654
"Pop03",0,0,3,FALSE,3,"Redistributed",2654
"Pop04",0,0,4,FALSE,3,"Redistributed",2654
"Pop05",0.0033775,1,5,FALSE,3,"Redistributed",2654
"Pop06",0.00197499999999999,2,6,FALSE,3,"Redistributed",2654
"Pop07",0.01155,2,7,FALSE,3,"Redistributed",2654
"Pop08",0.019455,2,8,FALSE,3,"Redistributed",2654
"Pop09",0.017845,4,9,FALSE,3,"Redistributed",2654
"Pop10",0.0557625,4,10,FALSE,3,"Redistributed",2654
"Pop11",0.073525,4,11,FALSE,3,"Redistributed",2654
"Pop12",0.0699975,3,12,FALSE,3,"Redistributed",2654
"Pop13",0.075265,5,13,FALSE,3,"Redistributed",2654
"Pop14",0.0782725,4,14,FALSE,3,"Redistributed",2654
"Pop15",0.0959275,7,15,FALSE,3,"Redistributed",2654
"Pop16",0.1210175,9,16,FALSE,3,"Redistributed",2654
"Pop17",0.11169,8,17,FALSE,3,"Redistributed",2654
"Pop18",0.1169025,9,18,FALSE,3,"Redistributed",2654
"Pop19",0.1222375,8,19,FALSE,3,"Redistributed",2654
"Pop20",0.1413825,9,20,FALSE,3,"Redistributed",2654
"Pop21",0.173185,10,21,FALSE,3,"Redistributed",2654
"Pop22",0.1843625,13,22,FALSE,3,"Redistributed",2654
"Pop23",0.2036075,12,23,FALSE,3,"Redistributed",2654
"Pop24",0.219285,12,24,FALSE,3,"Redistributed",2654
"Pop25",0.1938375,12,25,TRUE,3,"Redistributed",2654
"Pop01",0,0,1,TRUE,4,"Redistributed",2654
"Pop02",0,0,2,FALSE,4,"Redistributed",2654
"Pop03",0,0,3,FALSE,4,"Redistributed",2654
"Pop04",0.000990000000000002,1,4,FALSE,4,"Redistributed",2654
"Pop05",0.0033775,1,5,FALSE,4,"Redistributed",2654
"Pop06",0.000497499999999995,1,6,FALSE,4,"Redistributed",2654
"Pop07",0.00651,1,7,FALSE,4,"Redistributed",2654
"Pop08",0.00736,1,8,FALSE,4,"Redistributed",2654
"Pop09",0.00760000000000001,2,9,FALSE,4,"Redistributed",2654
"Pop10",0.01923,2,10,FALSE,4,"Redistributed",2654
"Pop11",0.038955,3,11,FALSE,4,"Redistributed",2654
"Pop12",0.0462675,3,12,FALSE,4,"Redistributed",2654
"Pop13",0.0422925,4,13,FALSE,4,"Redistributed",2654
"Pop14",0.04891,5,14,FALSE,4,"Redistributed",2654
"Pop15",0.0860575,7,15,FALSE,4,"Redistributed",2654
"Pop16",0.1003425,7,16,FALSE,4,"Redistributed",2654
"Pop17",0.10679,7,17,FALSE,4,"Redistributed",2654
"Pop18",0.1205175,6,18,FALSE,4,"Redistributed",2654
"Pop19",0.1169825,6,19,FALSE,4,"Redistributed",2654
"Pop20",0.1277775,8,20,FALSE,4,"Redistributed",2654
"Pop21",0.1475625,8,21,FALSE,4,"Redistributed",2654
"Pop22",0.1744025,10,22,FALSE,4,"Redistributed",2654
"Pop23",0.158655,12,23,FALSE,4,"Redistributed",2654
"Pop24",0.1556875,9,24,FALSE,4,"Redistributed",2654
"Pop25",0.1208975,9,25,TRUE,4,"Redistributed",2654
"Pop01",0,0,1,TRUE,5,"Redistributed",2654
"Pop02",0,0,2,FALSE,5,"Redistributed",2654
"Pop03",0,0,3,FALSE,5,"Redistributed",2654
"Pop04",0,0,4,FALSE,5,"Redistributed",2654
"Pop05",0.0024375,1,5,FALSE,5,"Redistributed",2654
"Pop06",0,0,6,FALSE,5,"Redistributed",2654
"Pop07",0.00700749999999999,2,7,FALSE,5,"Redistributed",2654
"Pop08",0.01702,2,8,FALSE,5,"Redistributed",2654
"Pop09",0.02223,2,9,FALSE,5,"Redistributed",2654
"Pop10",0.0422875,3,10,FALSE,5,"Redistributed",2654
"Pop11",0.0622525,3,11,FALSE,5,"Redistributed",2654
"Pop12",0.0611575,3,12,FALSE,5,"Redistributed",2654
"Pop13",0.0566175,3,13,FALSE,5,"Redistributed",2654
"Pop14",0.0592675,3,14,FALSE,5,"Redistributed",2654
"Pop15",0.0273275,3,15,FALSE,5,"Redistributed",2654
"Pop16",0.0480675,3,16,FALSE,5,"Redistributed",2654
"Pop17",0.07458,5,17,FALSE,5,"Redistributed",2654
"Pop18",0.08564,8,18,FALSE,5,"Redistributed",2654
"Pop19",0.1154,8,19,FALSE,5,"Redistributed",2654
"Pop20",0.1361425,8,20,FALSE,5,"Redistributed",2654
"Pop21",0.14913,8,21,FALSE,5,"Redistributed",2654
"Pop22",0.1566175,13,22,FALSE,5,"Redistributed",2654
"Pop23",0.2018575,13,23,FALSE,5,"Redistributed",2654
"Pop24",0.2112025,13,24,FALSE,5,"Redistributed",2654
"Pop25",0.2192075,14,25,TRUE,5,"Redistributed",2654
"Pop01",0,0,1,TRUE,6,"Redistributed",2654
"Pop02",0,0,2,FALSE,6,"Redistributed",2654
"Pop03",0,0,3,FALSE,6,"Redistributed",2654
"Pop04",0,0,4,FALSE,6,"Redistributed",2654
"Pop05",0,0,5,FALSE,6,"Redistributed",2654
"Pop06",0.005695,2,6,FALSE,6,"Redistributed",2654
"Pop07",0.02014,2,7,FALSE,6,"Redistributed",2654
"Pop08",0.030895,3,8,FALSE,6,"Redistributed",2654
"Pop09",0.0445325,3,9,FALSE,6,"Redistributed",2654
"Pop10",0.0555725,3,10,FALSE,6,"Redistributed",2654
"Pop11",0.0481575,3,11,FALSE,6,"Redistributed",2654
"Pop12",0.0437275,3,12,FALSE,6,"Redistributed",2654
"Pop13",0.0496625,4,13,FALSE,6,"Redistributed",2654
"Pop14",0.078385,5,14,FALSE,6,"Redistributed",2654
"Pop15",0.0736425,5,15,FALSE,6,"Redistributed",2654
"Pop16",0.09421,7,16,FALSE,6,"Redistributed",2654
"Pop17",0.1092125,9,17,FALSE,6,"Redistributed",2654
"Pop18",0.1213075,9,18,FALSE,6,"Redistributed",2654
"Pop19",0.113045,9,19,FALSE,6,"Redistributed",2654
"Pop20",0.1586125,12,20,FALSE,6,"Redistributed",2654
"Pop21",0.16787,12,21,FALSE,6,"Redistributed",2654
"Pop22",0.20157,13,22,FALSE,6,"Redistributed",2654
"Pop23",0.2304575,13,23,FALSE,6,"Redistributed",2654
"Pop24",0.24067,13,24,FALSE,6,"Redistributed",2654
"Pop25",0.174345,12,25,TRUE,6,"Redistributed",2654
"Pop01",0,0,1,TRUE,7,"Redistributed",2654
"Pop02",0,0,2,FALSE,7,"Redistributed",2654
"Pop03",0,0,3,FALSE,7,"Redistributed",2654
"Pop04",0,0,4,FALSE,7,"Redistributed",2654
"Pop05",0.000990000000000002,1,5,FALSE,7,"Redistributed",2654
"Pop06",0.00925499999999999,2,6,FALSE,7,"Redistributed",2654
"Pop07",0.0150775,1,7,FALSE,7,"Redistributed",2654
"Pop08",0.014595,2,8,FALSE,7,"Redistributed",2654
"Pop09",0.00487500000000001,2,9,FALSE,7,"Redistributed",2654
"Pop10",0.035875,2,10,FALSE,7,"Redistributed",2654
"Pop11",0.028695,2,11,FALSE,7,"Redistributed",2654
"Pop12",0.046785,4,12,FALSE,7,"Redistributed",2654
"Pop13",0.044815,3,13,FALSE,7,"Redistributed",2654
"Pop14",0.0572425,4,14,FALSE,7,"Redistributed",2654
"Pop15",0.0884925,6,15,FALSE,7,"Redistributed",2654
"Pop16",0.07996,7,16,FALSE,7,"Redistributed",2654
"Pop17",0.1196775,7,17,FALSE,7,"Redistributed",2654
"Pop18",0.1008525,7,18,FALSE,7,"Redistributed",2654
"Pop19",0.1204275,7,19,FALSE,7,"Redistributed",2654
"Pop20",0.1354625,8,20,FALSE,7,"Redistributed",2654
"Pop21",0.14103,9,21,FALSE,7,"Redistributed",2654
"Pop22",0.1796825,10,22,FALSE,7,"Redistributed",2654
"Pop23",0.142205,10,23,FALSE,7,"Redistributed",2654
"Pop24",0.1711725,10,24,FALSE,7,"Redistributed",2654
"Pop25",0.15446,10,25,TRUE,7,"Redistributed",2654
"Pop01",0,0,1,TRUE,8,"Redistributed",2654
"Pop02",0.000990000000000002,1,2,FALSE,8,"Redistributed",2654
"Pop03",0.0069375,1,3,FALSE,8,"Redistributed",2654
"Pop04",0.01411,1,4,FALSE,8,"Redistributed",2654
"Pop05",0.0137775,1,5,FALSE,8,"Redistributed",2654
"Pop06",0.00607749999999999,1,6,FALSE,8,"Redistributed",2654
"Pop07",0.00574,2,7,FALSE,8,"Redistributed",2654
"Pop08",0.007635,2,8,FALSE,8,"Redistributed",2654
"Pop09",0.02075,2,9,FALSE,8,"Redistributed",2654
"Pop10",0.0464525,3,10,FALSE,8,"Redistributed",2654
"Pop11",0.0421725,3,11,FALSE,8,"Redistributed",2654
"Pop12",0.0492375,3,12,FALSE,8,"Redistributed",2654
"Pop13",0.056995,3,13,FALSE,8,"Redistributed",2654
"Pop14",0.086145,5,14,FALSE,8,"Redistributed",2654
"Pop15",0.07436,6,15,FALSE,8,"Redistributed",2654
"Pop16",0.090105,7,16,FALSE,8,"Redistributed",2654
"Pop17",0.1211825,7,17,FALSE,8,"Redistributed",2654
"Pop18",0.09387,7,18,FALSE,8,"Redistributed",2654
"Pop19",0.1351525,7,19,FALSE,8,"Redistributed",2654
"Pop20",0.1692675,10,20,FALSE,8,"Redistributed",2654
"Pop21",0.2026875,11,21,FALSE,8,"Redistributed",2654
"Pop22",0.2048025,11,22,FALSE,8,"Redistributed",2654
"Pop23",0.1803675,11,23,FALSE,8,"Redistributed",2654
"Pop24",0.16339,12,24,FALSE,8,"Redistributed",2654
"Pop25",0.1758775,10,25,TRUE,8,"Redistributed",2654
"Pop01",0,0,1,TRUE,9,"Redistributed",2654
"Pop02",0.0093975,1,2,FALSE,9,"Redistributed",2654
"Pop03",0.01056,1,3,FALSE,9,"Redistributed",2654
"Pop04",0.00932,2,4,FALSE,9,"Redistributed",2654
"Pop05",0.0307675,2,5,FALSE,9,"Redistributed",2654
"Pop06",0.03915,3,6,FALSE,9,"Redistributed",2654
"Pop07",0.0196175,3,7,FALSE,9,"Redistributed",2654
"Pop08",0.0174775,3,8,FALSE,9,"Redistributed",2654
"Pop09",0.0724675,5,9,FALSE,9,"Redistributed",2654
"Pop10",0.0783875,5,10,FALSE,9,"Redistributed",2654
"Pop11",0.072195,5,11,FALSE,9,"Redistributed",2654
"Pop12",0.08206,5,12,FALSE,9,"Redistributed",2654
"Pop13",0.090825,6,13,FALSE,9,"Redistributed",2654
"Pop14",0.101885,6,14,FALSE,9,"Redistributed",2654
"Pop15",0.0977075,6,15,FALSE,9,"Redistributed",2654
"Pop16",0.0926075,7,16,FALSE,9,"Redistributed",2654
"Pop17",0.11214,7,17,FALSE,9,"Redistributed",2654
"Pop18",0.09657,7,18,FALSE,9,"Redistributed",2654
"Pop19",0.1255325,8,19,FALSE,9,"Redistributed",2654
"Pop20",0.1098675,8,20,FALSE,9,"Redistributed",2654
"Pop21",0.09026,11,21,FALSE,9,"Redistributed",2654
"Pop22",0.12546,12,22,FALSE,9,"Redistributed",2654
"Pop23",0.1458875,10,23,FALSE,9,"Redistributed",2654
"Pop24",0.159685,10,24,FALSE,9,"Redistributed",2654
"Pop25",0.1210975,9,25,TRUE,9,"Redistributed",2654
"Pop01",0,0,1,TRUE,10,"Redistributed",2654
"Pop02",0,0,2,FALSE,10,"Redistributed",2654
"Pop03",0,0,3,FALSE,10,"Redistributed",2654
"Pop04",0,0,4,FALSE,10,"Redistributed",2654
"Pop05",0.000497499999999995,1,5,FALSE,10,"Redistributed",2654
"Pop06",0.0024375,1,6,FALSE,10,"Redistributed",2654
"Pop07",0.0101775,1,7,FALSE,10,"Redistributed",2654
"Pop08",0.0162975,1,8,FALSE,10,"Redistributed",2654
"Pop09",0.0101775,1,9,FALSE,10,"Redistributed",2654
"Pop10",0.01056,1,10,FALSE,10,"Redistributed",2654
"Pop11",0.009,1,11,FALSE,10,"Redistributed",2654
"Pop12",0.0231775,1,12,FALSE,10,"Redistributed",2654
"Pop13",0.01875,1,13,FALSE,10,"Redistributed",2654
"Pop14",0.01875,2,14,FALSE,10,"Redistributed",2654
"Pop15",0.0297775,3,15,FALSE,10,"Redistributed",2654
"Pop16",0.0236125,3,16,FALSE,10,"Redistributed",2654
"Pop17",0.0100875,3,17,FALSE,10,"Redistributed",2654
"Pop18",0.0278475,8,18,FALSE,10,"Redistributed",2654
"Pop19",0.0869125,9,19,FALSE,10,"Redistributed",2654
"Pop20",0.1017725,10,20,FALSE,10,"Redistributed",2654
"Pop21",0.11635,8,21,FALSE,10,"Redistributed",2654
"Pop22",0.1428675,11,22,FALSE,10,"Redistributed",2654
"Pop23",0.171045,11,23,FALSE,10,"Redistributed",2654
"Pop24",0.1212225,10,24,FALSE,10,"Redistributed",2654
"Pop25",0.1260025,10,25,TRUE,10,"Redistributed",2654
"Pop01",0,0,1,TRUE,11,"Redistributed",2654
"Pop02",0.0024375,1,2,FALSE,11,"Redistributed",2654
"Pop03",0.00196000000000001,1,3,FALSE,11,"Redistributed",2654
"Pop04",0.0061875,2,4,FALSE,11,"Redistributed",2654
"Pop05",0.0109375,1,5,FALSE,11,"Redistributed",2654
"Pop06",0.02356,1,6,FALSE,11,"Redistributed",2654
"Pop07",0.024615,2,7,FALSE,11,"Redistributed",2654
"Pop08",0.01215,2,8,FALSE,11,"Redistributed",2654
"Pop09",0.019635,2,9,FALSE,11,"Redistributed",2654
"Pop10",0.032325,4,10,FALSE,11,"Redistributed",2654
"Pop11",0.0632625,5,11,FALSE,11,"Redistributed",2654
"Pop12",0.06666,5,12,FALSE,11,"Redistributed",2654
"Pop13",0.09287,5,13,FALSE,11,"Redistributed",2654
"Pop14",0.111195,5,14,FALSE,11,"Redistributed",2654
"Pop15",0.11673,6,15,FALSE,11,"Redistributed",2654
"Pop16",0.0828525,6,16,FALSE,11,"Redistributed",2654
"Pop17",0.1065425,7,17,FALSE,11,"Redistributed",2654
"Pop18",0.11657,7,18,FALSE,11,"Redistributed",2654
"Pop19",0.0959575,8,19,FALSE,11,"Redistributed",2654
"Pop20",0.1161075,8,20,FALSE,11,"Redistributed",2654
"Pop21",0.1306725,9,21,FALSE,11,"Redistributed",2654
"Pop22",0.150405,9,22,FALSE,11,"Redistributed",2654
"Pop23",0.158565,11,23,FALSE,11,"Redistributed",2654
"Pop24",0.1884075,11,24,FALSE,11,"Redistributed",2654
"Pop25",0.137885,9,25,TRUE,11,"Redistributed",2654
"Pop01",0,0,1,TRUE,12,"Redistributed",2654
"Pop02",0,0,2,FALSE,12,"Redistributed",2654
"Pop03",0,0,3,FALSE,12,"Redistributed",2654
"Pop04",0,0,4,FALSE,12,"Redistributed",2654
"Pop05",0,0,5,FALSE,12,"Redistributed",2654
"Pop06",0,0,6,FALSE,12,"Redistributed",2654
"Pop07",0,0,7,FALSE,12,"Redistributed",2654
"Pop08",0,0,8,FALSE,12,"Redistributed",2654
"Pop09",0.00291,1,9,FALSE,12,"Redistributed",2654
"Pop10",0.00988749999999999,2,10,FALSE,12,"Redistributed",2654
"Pop11",0.01401,3,11,FALSE,12,"Redistributed",2654
"Pop12",0.01476,1,12,FALSE,12,"Redistributed",2654
"Pop13",0.0214425,4,13,FALSE,12,"Redistributed",2654
"Pop14",0.0428225,5,14,FALSE,12,"Redistributed",2654
"Pop15",0.07275,6,15,FALSE,12,"Redistributed",2654
"Pop16",0.0762775,7,16,FALSE,12,"Redistributed",2654
"Pop17",0.0953325,6,17,FALSE,12,"Redistributed",2654
"Pop18",0.119315,6,18,FALSE,12,"Redistributed",2654
"Pop19",0.1339175,6,19,FALSE,12,"Redistributed",2654
"Pop20",0.139825,8,20,FALSE,12,"Redistributed",2654
"Pop21",0.1381425,9,21,FALSE,12,"Redistributed",2654
"Pop22",0.149345,11,22,FALSE,12,"Redistributed",2654
"Pop23",0.184525,12,23,FALSE,12,"Redistributed",2654
"Pop24",0.2032425,12,24,FALSE,12,"Redistributed",2654
"Pop25",0.22321,12,25,TRUE,12,"Redistributed",2654
"Pop01",0,0,1,TRUE,13,"Redistributed",2654
"Pop02",0.00736,1,2,FALSE,13,"Redistributed",2654
"Pop03",0.00736,1,3,FALSE,13,"Redistributed",2654
"Pop04",0.01771,1,4,FALSE,13,"Redistributed",2654
"Pop05",0.02244,1,5,FALSE,13,"Redistributed",2654
"Pop06",0.0240975,1,6,FALSE,13,"Redistributed",2654
"Pop07",0.02491,1,7,FALSE,13,"Redistributed",2654
"Pop08",0.021,1,8,FALSE,13,"Redistributed",2654
"Pop09",0.0123975,1,9,FALSE,13,"Redistributed",2654
"Pop10",0.0123975,1,10,FALSE,13,"Redistributed",2654
"Pop11",0.0078575,2,11,FALSE,13,"Redistributed",2654
"Pop12",0.0167275,2,12,FALSE,13,"Redistributed",2654
"Pop13",0.03379,2,13,FALSE,13,"Redistributed",2654
"Pop14",0.036775,2,14,FALSE,13,"Redistributed",2654
"Pop15",0.0581425,4,15,FALSE,13,"Redistributed",2654
"Pop16",0.0641725,6,16,FALSE,13,"Redistributed",2654
"Pop17",0.09458,6,17,FALSE,13,"Redistributed",2654
"Pop18",0.10393,7,18,FALSE,13,"Redistributed",2654
"Pop19",0.16197,8,19,FALSE,13,"Redistributed",2654
"Pop20",0.161115,8,20,FALSE,13,"Redistributed",2654
"Pop21",0.157985,10,21,FALSE,13,"Redistributed",2654
"Pop22",0.168225,10,22,FALSE,13,"Redistributed",2654
"Pop23",0.1848075,10,23,FALSE,13,"Redistributed",2654
"Pop24",0.192015,10,24,FALSE,13,"Redistributed",2654
"Pop25",0.160605,10,25,TRUE,13,"Redistributed",2654
"Pop01",0.01924,1,1,TRUE,14,"Redistributed",2654
"Pop02",0.01539,1,2,FALSE,14,"Redistributed",2654
"Pop03",0.01131,1,3,FALSE,14,"Redistributed",2654
"Pop04",0.0137775,1,4,FALSE,14,"Redistributed",2654
"Pop05",0.0156975,1,5,FALSE,14,"Redistributed",2654
"Pop06",0.016,1,6,FALSE,14,"Redistributed",2654
"Pop07",0.02244,1,7,FALSE,14,"Redistributed",2654
"Pop08",0.0222575,2,8,FALSE,14,"Redistributed",2654
"Pop09",0.0263475,2,9,FALSE,14,"Redistributed",2654
"Pop10",0.03576,2,10,FALSE,14,"Redistributed",2654
"Pop11",0.0239175,2,11,FALSE,14,"Redistributed",2654
"Pop12",0.0335875,2,12,FALSE,14,"Redistributed",2654
"Pop13",0.0475,2,13,FALSE,14,"Redistributed",2654
"Pop14",0.039125,3,14,FALSE,14,"Redistributed",2654
"Pop15",0.050325,3,15,FALSE,14,"Redistributed",2654
"Pop16",0.053375,4,16,FALSE,14,"Redistributed",2654
"Pop17",0.055445,4,17,FALSE,14,"Redistributed",2654
"Pop18",0.0321525,4,18,FALSE,14,"Redistributed",2654
"Pop19",0.0553625,6,19,FALSE,14,"Redistributed",2654
"Pop20",0.0983625,7,20,FALSE,14,"Redistributed",2654
"Pop21",0.08813,8,21,FALSE,14,"Redistributed",2654
"Pop22",0.088385,7,22,FALSE,14,"Redistributed",2654
"Pop23",0.12342,9,23,FALSE,14,"Redistributed",2654
"Pop24",0.165545,10,24,FALSE,14,"Redistributed",2654
"Pop25",0.1557575,9,25,TRUE,14,"Redistributed",2654
"Pop01",0.0024375,1,1,TRUE,15,"Redistributed",2654
"Pop02",0.01539,1,2,FALSE,15,"Redistributed",2654
"Pop03",0.0043875,2,3,FALSE,15,"Redistributed",2654
"Pop04",0.02014,2,4,FALSE,15,"Redistributed",2654
"Pop05",0.033855,3,5,FALSE,15,"Redistributed",2654
"Pop06",0.0377575,3,6,FALSE,15,"Redistributed",2654
"Pop07",0.049745,5,7,FALSE,15,"Redistributed",2654
"Pop08",0.06458,5,8,FALSE,15,"Redistributed",2654
"Pop09",0.08167,5,9,FALSE,15,"Redistributed",2654
"Pop10",0.078595,5,10,FALSE,15,"Redistributed",2654
"Pop11",0.072445,5,11,FALSE,15,"Redistributed",2654
"Pop12",0.0853125,5,12,FALSE,15,"Redistributed",2654
"Pop13",0.138125,8,13,FALSE,15,"Redistributed",2654
"Pop14",0.1211375,8,14,FALSE,15,"Redistributed",2654
"Pop15",0.13463,8,15,FALSE,15,"Redistributed",2654
"Pop16",0.12003,8,16,FALSE,15,"Redistributed",2654
"Pop17",0.1409575,9,17,FALSE,15,"Redistributed",2654
"Pop18",0.1505875,10,18,FALSE,15,"Redistributed",2654
"Pop19",0.1730525,10,19,FALSE,15,"Redistributed",2654
"Pop20",0.1773175,11,20,FALSE,15,"Redistributed",2654
"Pop21",0.18351,11,21,FALSE,15,"Redistributed",2654
"Pop22",0.1893725,12,22,FALSE,15,"Redistributed",2654
"Pop23",0.1396625,12,23,FALSE,15,"Redistributed",2654
"Pop24",0.1243825,10,24,FALSE,15,"Redistributed",2654
"Pop25",0.108285,9,25,TRUE,15,"Redistributed",2654
"Pop01",0.0290275,3,1,TRUE,16,"Redistributed",2654
"Pop02",0.0641125,3,2,FALSE,16,"Redistributed",2654
"Pop03",0.0564975,3,3,FALSE,16,"Redistributed",2654
"Pop04",0.05206,3,4,FALSE,16,"Redistributed",2654
"Pop05",0.0603975,3,5,FALSE,16,"Redistributed",2654
"Pop06",0.0616875,3,6,FALSE,16,"Redistributed",2654
"Pop07",0.0486725,3,7,FALSE,16,"Redistributed",2654
"Pop08",0.0313225,4,8,FALSE,16,"Redistributed",2654
"Pop09",0.029015,4,9,FALSE,16,"Redistributed",2654
"Pop10",0.023595,4,10,FALSE,16,"Redistributed",2654
"Pop11",0.045265,5,11,FALSE,16,"Redistributed",2654
"Pop12",0.052375,4,12,FALSE,16,"Redistributed",2654
"Pop13",0.0378175,6,13,FALSE,16,"Redistributed",2654
"Pop14",0.0677,6,14,FALSE,16,"Redistributed",2654
"Pop15",0.072595,7,15,FALSE,16,"Redistributed",2654
"Pop16",0.1190225,7,16,FALSE,16,"Redistributed",2654
"Pop17",0.1345625,7,17,FALSE,16,"Redistributed",2654
"Pop18",0.13428,7,18,FALSE,16,"Redistributed",2654
"Pop19",0.14861,8,19,FALSE,16,"Redistributed",2654
"Pop20",0.14204,10,20,FALSE,16,"Redistributed",2654
"Pop21",0.1738975,11,21,FALSE,16,"Redistributed",2654
"Pop22",0.184745,11,22,FALSE,16,"Redistributed",2654
"Pop23",0.17103,11,23,FALSE,16,"Redistributed",2654
"Pop24",0.174045,12,24,FALSE,16,"Redistributed",2654
"Pop25",0.147565,10,25,TRUE,16,"Redistributed",2654
"Pop01",0.0255775,2,1,TRUE,17,"Redistributed",2654
"Pop02",0.01815,2,2,FALSE,17,"Redistributed",2654
"Pop03",0.0098475,2,3,FALSE,17,"Redistributed",2654
"Pop04",0.0306375,2,4,FALSE,17,"Redistributed",2654
"Pop05",0.039375,2,5,FALSE,17,"Redistributed",2654
"Pop06",0.030375,2,6,FALSE,17,"Redistributed",2654
"Pop07",0.03828,2,7,FALSE,17,"Redistributed",2654
"Pop08",0.0329875,2,8,FALSE,17,"Redistributed",2654
"Pop09",0.0379925,4,9,FALSE,17,"Redistributed",2654
"Pop10",0.0482125,5,10,FALSE,17,"Redistributed",2654
"Pop11",0.0521875,4,11,FALSE,17,"Redistributed",2654
"Pop12",0.09997,5,12,FALSE,17,"Redistributed",2654
"Pop13",0.11165,7,13,FALSE,17,"Redistributed",2654
"Pop14",0.1359125,8,14,FALSE,17,"Redistributed",2654
"Pop15",0.135775,8,15,FALSE,17,"Redistributed",2654
"Pop16",0.15754,7,16,FALSE,17,"Redistributed",2654
"Pop17",0.1409875,8,17,FALSE,17,"Redistributed",2654
"Pop18",0.155835,10,18,FALSE,17,"Redistributed",2654
"Pop19",0.176455,10,19,FALSE,17,"Redistributed",2654
"Pop20",0.1387875,12,20,FALSE,17,"Redistributed",2654
"Pop21",0.162855,11,21,FALSE,17,"Redistributed",2654
"Pop22",0.202315,12,22,FALSE,17,"Redistributed",2654
"Pop23",0.181005,12,23,FALSE,17,"Redistributed",2654
"Pop24",0.1666675,13,24,FALSE,17,"Redistributed",2654
