"Stratum","He","n_poly","pop_index","is_terminus","replicate","scenario","generation"
"Pop20",0.146195,9,20,FALSE,49,"Obstructed",2254
"Pop21",0.114465,9,21,FALSE,49,"Obstructed",2254
"Pop22",0.128155,9,22,FALSE,49,"Obstructed",2254
"Pop23",0.1191475,9,23,FALSE,49,"Obstructed",2254
"Pop24",0.1187975,8,24,FALSE,49,"Obstructed",2254
"Pop25",0.12511,8,25,TRUE,49,"Obstructed",2254
"Pop01",0.1554375,8,1,TRUE,50,"Obstructed",2254
"Pop02",0.1436975,8,2,FALSE,50,"Obstructed",2254
"Pop03",0.143435,9,3,FALSE,50,"Obstructed",2254
"Pop04",0.1545925,10,4,FALSE,50,"Obstructed",2254
"Pop05",0.206885,12,5,FALSE,50,"Obstructed",2254
"Pop06",0.2251325,11,6,FALSE,50,"Obstructed",2254
"Pop07",0.19597,11,7,FALSE,50,"Obstructed",2254
"Pop08",0.1919375,12,8,FALSE,50,"Obstructed",2254
"Pop09",0.2004625,13,9,FALSE,50,"Obstructed",2254
"Pop10",0.220945,13,10,FALSE,50,"Obstructed",2254
"Pop11",0.2416825,13,11,FALSE,50,"Obstructed",2254
"Pop12",0.22418,13,12,FALSE,50,"Obstructed",2254
"Pop13",0.1816375,12,13,FALSE,50,"Obstructed",2254
"Pop14",0.214555,11,14,FALSE,50,"Obstructed",2254
"Pop15",0.167485,11,15,FALSE,50,"Obstructed",2254
"Pop16",0.18621,11,16,FALSE,50,"Obstructed",2254
"Pop17",0.1633525,11,17,FALSE,50,"Obstructed",2254
"Pop18",0.171075,11,18,FALSE,50,"Obstructed",2254
"Pop19",0.1843675,12,19,FALSE,50,"Obstructed",2254
"Pop20",0.176215,10,20,FALSE,50,"Obstructed",2254
"Pop21",0.2023025,12,21,FALSE,50,"Obstructed",2254
"Pop22",0.1981275,10,22,FALSE,50,"Obstructed",2254
"Pop23",0.15149,10,23,FALSE,50,"Obstructed",2254
"Pop24",0.16955,10,24,FALSE,50,"Obstructed",2254
"Pop25",0.15303,10,25,TRUE,50,"Obstructed",2254
"Pop01",0.177675,11,1,TRUE,1,"Isotropic",2304
"Pop02",0.2046525,13,2,FALSE,1,"Isotropic",2304
"Pop03",0.20822,13,3,FALSE,1,"Isotropic",2304
"Pop04",0.2312125,13,4,FALSE,1,"Isotropic",2304
"Pop05",0.264755,15,5,FALSE,1,"Isotropic",2304
"Pop06",0.281145,16,6,FALSE,1,"Isotropic",2304
"Pop07",0.2912275,17,7,FALSE,1,"Isotropic",2304
"Pop08",0.2959975,17,8,FALSE,1,"Isotropic",2304
"Pop09",0.293155,18,9,FALSE,1,"Isotropic",2304
"Pop10",0.3226675,18,10,FALSE,1,"Isotropic",2304
"Pop11",0.28194,17,11,FALSE,1,"Isotropic",2304
"Pop12",0.26157,16,12,FALSE,1,"Isotropic",2304
"Pop13",0.2534825,17,13,FALSE,1,"Isotropic",2304
"Pop14",0.25366,17,14,FALSE,1,"Isotropic",2304
"Pop15",0.26242,17,15,FALSE,1,"Isotropic",2304
"Pop16",0.28413,16,16,FALSE,1,"Isotropic",2304
"Pop17",0.2187525,17,17,FALSE,1,"Isotropic",2304
"Pop18",0.26944,16,18,FALSE,1,"Isotropic",2304
"Pop19",0.2526575,15,19,FALSE,1,"Isotropic",2304
"Pop20",0.172985,14,20,FALSE,1,"Isotropic",2304
"Pop21",0.20011,13,21,FALSE,1,"Isotropic",2304
"Pop22",0.20134,13,22,FALSE,1,"Isotropic",2304
"Pop23",0.19556,12,23,FALSE,1,"Isotropic",2304
"Pop24",0.206425,12,24,FALSE,1,"Isotropic",2304
"Pop25",0.1938125,12,25,TRUE,1,"Isotropic",2304
"Pop01",0.1125275,8,1,TRUE,2,"Isotropic",2304
"Pop02",0.1195675,9,2,FALSE,2,"Isotropic",2304
"Pop03",0.1611975,9,3,FALSE,2,"Isotropic",2304
"Pop04",0.1409725,11,4,FALSE,2,"Isotropic",2304
"Pop05",0.1698275,11,5,FALSE,2,"Isotropic",2304
"Pop06",0.1762925,11,6,FALSE,2,"Isotropic",2304
"Pop07",0.1791675,13,7,FALSE,2,"Isotropic",2304
"Pop08",0.1477525,13,8,FALSE,2,"Isotropic",2304
"Pop09",0.1712,13,9,FALSE,2,"Isotropic",2304
"Pop10",0.2122325,11,10,FALSE,2,"Isotropic",2304
"Pop11",0.2174,11,11,FALSE,2,"Isotropic",2304
"Pop12",0.199955,11,12,FALSE,2,"Isotropic",2304
"Pop13",0.20093,12,13,FALSE,2,"Isotropic",2304
"Pop14",0.161315,13,14,FALSE,2,"Isotropic",2304
"Pop15",0.1722275,12,15,FALSE,2,"Isotropic",2304
"Pop16",0.191805,14,16,FALSE,2,"Isotropic",2304
"Pop17",0.17937,11,17,FALSE,2,"Isotropic",2304
"Pop18",0.1706525,12,18,FALSE,2,"Isotropic",2304
"Pop19",0.1696425,11,19,FALSE,2,"Isotropic",2304
"Pop20",0.17691,9,20,FALSE,2,"Isotropic",2304
"Pop21",0.1460375,10,21,FALSE,2,"Isotropic",2304
"Pop22",0.1058825,6,22,FALSE,2,"Isotropic",2304
"Pop23",0.1210025,6,23,FALSE,2,"Isotropic",2304
"Pop24",0.087375,5,24,FALSE,2,"Isotropic",2304
"Pop25",0.0818225,5,25,TRUE,2,"Isotropic",2304
"Pop01",0.1316875,10,1,TRUE,3,"Isotropic",2304
"Pop02",0.17815,12,2,FALSE,3,"Isotropic",2304
"Pop03",0.222325,12,3,FALSE,3,"Isotropic",2304
"Pop04",0.191235,12,4,FALSE,3,"Isotropic",2304
"Pop05",0.243505,13,5,FALSE,3,"Isotropic",2304
"Pop06",0.24399,13,6,FALSE,3,"Isotropic",2304
"Pop07",0.19819,13,7,FALSE,3,"Isotropic",2304
"Pop08",0.2019425,13,8,FALSE,3,"Isotropic",2304
"Pop09",0.211475,15,9,FALSE,3,"Isotropic",2304
"Pop10",0.2027325,15,10,FALSE,3,"Isotropic",2304
"Pop11",0.2258675,15,11,FALSE,3,"Isotropic",2304
"Pop12",0.2298075,16,12,FALSE,3,"Isotropic",2304
"Pop13",0.2403,16,13,FALSE,3,"Isotropic",2304
"Pop14",0.28481,15,14,FALSE,3,"Isotropic",2304
"Pop15",0.2571075,15,15,FALSE,3,"Isotropic",2304
"Pop16",0.23721,15,16,FALSE,3,"Isotropic",2304
"Pop17",0.24126,14,17,FALSE,3,"Isotropic",2304
"Pop18",0.2430975,15,18,FALSE,3,"Isotropic",2304
"Pop19",0.250835,14,19,FALSE,3,"Isotropic",2304
"Pop20",0.228945,12,20,FALSE,3,"Isotropic",2304
"Pop21",0.23448,12,21,FALSE,3,"Isotropic",2304
"Pop22",0.1779025,12,22,FALSE,3,"Isotropic",2304
"Pop23",0.1389,12,23,FALSE,3,"Isotropic",2304
"Pop24",0.1528475,11,24,FALSE,3,"Isotropic",2304
"Pop25",0.1304775,9,25,TRUE,3,"Isotropic",2304
"Pop01",0.202195,13,1,TRUE,4,"Isotropic",2304
"Pop02",0.2088575,13,2,FALSE,4,"Isotropic",2304
"Pop03",0.205555,12,3,FALSE,4,"Isotropic",2304
"Pop04",0.186995,13,4,FALSE,4,"Isotropic",2304
"Pop05",0.232925,14,5,FALSE,4,"Isotropic",2304
"Pop06",0.216625,13,6,FALSE,4,"Isotropic",2304
"Pop07",0.2170375,14,7,FALSE,4,"Isotropic",2304
"Pop08",0.234275,14,8,FALSE,4,"Isotropic",2304
"Pop09",0.252115,14,9,FALSE,4,"Isotropic",2304
"Pop10",0.2419025,14,10,FALSE,4,"Isotropic",2304
"Pop11",0.2072025,14,11,FALSE,4,"Isotropic",2304
"Pop12",0.208985,13,12,FALSE,4,"Isotropic",2304
"Pop13",0.270645,14,13,FALSE,4,"Isotropic",2304
"Pop14",0.2375625,14,14,FALSE,4,"Isotropic",2304
"Pop15",0.2617875,14,15,FALSE,4,"Isotropic",2304
"Pop16",0.256025,15,16,FALSE,4,"Isotropic",2304
"Pop17",0.252365,14,17,FALSE,4,"Isotropic",2304
"Pop18",0.230345,14,18,FALSE,4,"Isotropic",2304
"Pop19",0.23735,14,19,FALSE,4,"Isotropic",2304
"Pop20",0.2193925,14,20,FALSE,4,"Isotropic",2304
"Pop21",0.19287,13,21,FALSE,4,"Isotropic",2304
"Pop22",0.1895275,13,22,FALSE,4,"Isotropic",2304
"Pop23",0.1862125,13,23,FALSE,4,"Isotropic",2304
"Pop24",0.2209775,12,24,FALSE,4,"Isotropic",2304
"Pop25",0.1880025,11,25,TRUE,4,"Isotropic",2304
"Pop01",0.15749,8,1,TRUE,5,"Isotropic",2304
"Pop02",0.157595,11,2,FALSE,5,"Isotropic",2304
"Pop03",0.1573125,13,3,FALSE,5,"Isotropic",2304
"Pop04",0.215325,13,4,FALSE,5,"Isotropic",2304
"Pop05",0.2026775,14,5,FALSE,5,"Isotropic",2304
"Pop06",0.2385875,13,6,FALSE,5,"Isotropic",2304
"Pop07",0.2799,16,7,FALSE,5,"Isotropic",2304
"Pop08",0.27007,16,8,FALSE,5,"Isotropic",2304
"Pop09",0.2944775,16,9,FALSE,5,"Isotropic",2304
"Pop10",0.2392925,17,10,FALSE,5,"Isotropic",2304
"Pop11",0.290025,18,11,FALSE,5,"Isotropic",2304
"Pop12",0.3064925,19,12,FALSE,5,"Isotropic",2304
"Pop13",0.3387625,18,13,FALSE,5,"Isotropic",2304
"Pop14",0.32649,18,14,FALSE,5,"Isotropic",2304
"Pop15",0.2805775,18,15,FALSE,5,"Isotropic",2304
"Pop16",0.2715075,19,16,FALSE,5,"Isotropic",2304
"Pop17",0.2189875,17,17,FALSE,5,"Isotropic",2304
"Pop18",0.22584,16,18,FALSE,5,"Isotropic",2304
"Pop19",0.2444425,16,19,FALSE,5,"Isotropic",2304
"Pop20",0.2548725,17,20,FALSE,5,"Isotropic",2304
"Pop21",0.2012725,16,21,FALSE,5,"Isotropic",2304
"Pop22",0.2262525,15,22,FALSE,5,"Isotropic",2304
"Pop23",0.2151525,16,23,FALSE,5,"Isotropic",2304
"Pop24",0.16373,14,24,FALSE,5,"Isotropic",2304
"Pop25",0.1378425,12,25,TRUE,5,"Isotropic",2304
"Pop01",0.143025,10,1,TRUE,6,"Isotropic",2304
"Pop02",0.171135,10,2,FALSE,6,"Isotropic",2304
"Pop03",0.146835,10,3,FALSE,6,"Isotropic",2304
"Pop04",0.1819825,11,4,FALSE,6,"Isotropic",2304
"Pop05",0.169635,11,5,FALSE,6,"Isotropic",2304
"Pop06",0.18643,11,6,FALSE,6,"Isotropic",2304
"Pop07",0.175655,11,7,FALSE,6,"Isotropic",2304
"Pop08",0.1737775,12,8,FALSE,6,"Isotropic",2304
"Pop09",0.2060725,13,9,FALSE,6,"Isotropic",2304
"Pop10",0.2073775,13,10,FALSE,6,"Isotropic",2304
"Pop11",0.246845,13,11,FALSE,6,"Isotropic",2304
"Pop12",0.233545,16,12,FALSE,6,"Isotropic",2304
"Pop13",0.2497475,16,13,FALSE,6,"Isotropic",2304
"Pop14",0.19269,16,14,FALSE,6,"Isotropic",2304
"Pop15",0.2056825,15,15,FALSE,6,"Isotropic",2304
"Pop16",0.2413225,15,16,FALSE,6,"Isotropic",2304
"Pop17",0.2699175,15,17,FALSE,6,"Isotropic",2304
"Pop18",0.26171,13,18,FALSE,6,"Isotropic",2304
"Pop19",0.2254725,14,19,FALSE,6,"Isotropic",2304
"Pop20",0.2301075,14,20,FALSE,6,"Isotropic",2304
"Pop21",0.1719575,14,21,FALSE,6,"Isotropic",2304
"Pop22",0.1973775,13,22,FALSE,6,"Isotropic",2304
"Pop23",0.2063975,13,23,FALSE,6,"Isotropic",2304
"Pop24",0.1818275,10,24,FALSE,6,"Isotropic",2304
"Pop25",0.1832275,9,25,TRUE,6,"Isotropic",2304
"Pop01",0.113645,8,1,TRUE,7,"Isotropic",2304
"Pop02",0.1378225,10,2,FALSE,7,"Isotropic",2304
"Pop03",0.1528125,11,3,FALSE,7,"Isotropic",2304
"Pop04",0.168265,11,4,FALSE,7,"Isotropic",2304
"Pop05",0.168655,11,5,FALSE,7,"Isotropic",2304
"Pop06",0.1458075,11,6,FALSE,7,"Isotropic",2304
"Pop07",0.1413975,9,7,FALSE,7,"Isotropic",2304
"Pop08",0.125975,10,8,FALSE,7,"Isotropic",2304
"Pop09",0.195785,13,9,FALSE,7,"Isotropic",2304
"Pop10",0.1763025,13,10,FALSE,7,"Isotropic",2304
"Pop11",0.212055,13,11,FALSE,7,"Isotropic",2304
"Pop12",0.1887075,13,12,FALSE,7,"Isotropic",2304
"Pop13",0.176975,13,13,FALSE,7,"Isotropic",2304
"Pop14",0.203135,14,14,FALSE,7,"Isotropic",2304
"Pop15",0.1812475,10,15,FALSE,7,"Isotropic",2304
"Pop16",0.19682,12,16,FALSE,7,"Isotropic",2304
"Pop17",0.1743425,13,17,FALSE,7,"Isotropic",2304
"Pop18",0.1621475,13,18,FALSE,7,"Isotropic",2304
"Pop19",0.148185,13,19,FALSE,7,"Isotropic",2304
"Pop20",0.15871,13,20,FALSE,7,"Isotropic",2304
"Pop21",0.1513075,12,21,FALSE,7,"Isotropic",2304
"Pop22",0.1916675,11,22,FALSE,7,"Isotropic",2304
"Pop23",0.1529575,11,23,FALSE,7,"Isotropic",2304
"Pop24",0.125695,8,24,FALSE,7,"Isotropic",2304
"Pop25",0.1060275,5,25,TRUE,7,"Isotropic",2304
"Pop01",0.1663175,10,1,TRUE,8,"Isotropic",2304
"Pop02",0.182155,12,2,FALSE,8,"Isotropic",2304
"Pop03",0.197565,14,3,FALSE,8,"Isotropic",2304
"Pop04",0.1828825,14,4,FALSE,8,"Isotropic",2304
"Pop05",0.2048475,13,5,FALSE,8,"Isotropic",2304
"Pop06",0.2060125,13,6,FALSE,8,"Isotropic",2304
"Pop07",0.2080525,13,7,FALSE,8,"Isotropic",2304
"Pop08",0.22039,13,8,FALSE,8,"Isotropic",2304
"Pop09",0.1942325,13,9,FALSE,8,"Isotropic",2304
"Pop10",0.161745,13,10,FALSE,8,"Isotropic",2304
"Pop11",0.1816675,13,11,FALSE,8,"Isotropic",2304
"Pop12",0.1914125,11,12,FALSE,8,"Isotropic",2304
"Pop13",0.1859125,12,13,FALSE,8,"Isotropic",2304
"Pop14",0.16675,12,14,FALSE,8,"Isotropic",2304
"Pop15",0.1539,10,15,FALSE,8,"Isotropic",2304
"Pop16",0.180455,10,16,FALSE,8,"Isotropic",2304
"Pop17",0.1888075,10,17,FALSE,8,"Isotropic",2304
"Pop18",0.174385,10,18,FALSE,8,"Isotropic",2304
"Pop19",0.13624,11,19,FALSE,8,"Isotropic",2304
"Pop20",0.129685,8,20,FALSE,8,"Isotropic",2304
"Pop21",0.111605,9,21,FALSE,8,"Isotropic",2304
"Pop22",0.1368225,8,22,FALSE,8,"Isotropic",2304
"Pop23",0.11188,8,23,FALSE,8,"Isotropic",2304
"Pop24",0.098705,6,24,FALSE,8,"Isotropic",2304
"Pop25",0.08494,7,25,TRUE,8,"Isotropic",2304
"Pop01",0.203705,13,1,TRUE,9,"Isotropic",2304
"Pop02",0.17432,13,2,FALSE,9,"Isotropic",2304
"Pop03",0.2098,14,3,FALSE,9,"Isotropic",2304
"Pop04",0.20753,13,4,FALSE,9,"Isotropic",2304
"Pop05",0.2098125,13,5,FALSE,9,"Isotropic",2304
"Pop06",0.234345,13,6,FALSE,9,"Isotropic",2304
"Pop07",0.2090075,13,7,FALSE,9,"Isotropic",2304
"Pop08",0.2504775,14,8,FALSE,9,"Isotropic",2304
"Pop09",0.2558875,14,9,FALSE,9,"Isotropic",2304
"Pop10",0.240565,14,10,FALSE,9,"Isotropic",2304
"Pop11",0.237165,15,11,FALSE,9,"Isotropic",2304
"Pop12",0.29233,16,12,FALSE,9,"Isotropic",2304
"Pop13",0.2821875,16,13,FALSE,9,"Isotropic",2304
"Pop14",0.2806875,16,14,FALSE,9,"Isotropic",2304
"Pop15",0.29561,15,15,FALSE,9,"Isotropic",2304
"Pop16",0.30088,16,16,FALSE,9,"Isotropic",2304
"Pop17",0.2593975,16,17,FALSE,9,"Isotropic",2304
"Pop18",0.2586875,17,18,FALSE,9,"Isotropic",2304
"Pop19",0.2703775,17,19,FALSE,9,"Isotropic",2304
"Pop20",0.2684125,16,20,FALSE,9,"Isotropic",2304
"Pop21",0.2612275,15,21,FALSE,9,"Isotropic",2304
"Pop22",0.2217,14,22,FALSE,9,"Isotropic",2304
"Pop23",0.2350425,14,23,FALSE,9,"Isotropic",2304
"Pop24",0.1990825,13,24,FALSE,9,"Isotropic",2304
"Pop25",0.167995,11,25,TRUE,9,"Isotropic",2304
"Pop01",0.0400525,4,1,TRUE,10,"Isotropic",2304
"Pop02",0.049745,4,2,FALSE,10,"Isotropic",2304
"Pop03",0.0280525,5,3,FALSE,10,"Isotropic",2304
"Pop04",0.0749975,7,4,FALSE,10,"Isotropic",2304
"Pop05",0.0536,7,5,FALSE,10,"Isotropic",2304
"Pop06",0.13717,12,6,FALSE,10,"Isotropic",2304
"Pop07",0.10407,12,7,FALSE,10,"Isotropic",2304
"Pop08",0.1771625,13,8,FALSE,10,"Isotropic",2304
"Pop09",0.22924,14,9,FALSE,10,"Isotropic",2304
"Pop10",0.24134,14,10,FALSE,10,"Isotropic",2304
"Pop11",0.3084575,16,11,FALSE,10,"Isotropic",2304
"Pop12",0.285115,16,12,FALSE,10,"Isotropic",2304
"Pop13",0.2627775,15,13,FALSE,10,"Isotropic",2304
"Pop14",0.293005,15,14,FALSE,10,"Isotropic",2304
"Pop15",0.29975,17,15,FALSE,10,"Isotropic",2304
"Pop16",0.3313775,17,16,FALSE,10,"Isotropic",2304
"Pop17",0.3018525,15,17,FALSE,10,"Isotropic",2304
"Pop18",0.2865625,16,18,FALSE,10,"Isotropic",2304
"Pop19",0.297425,16,19,FALSE,10,"Isotropic",2304
"Pop20",0.2536775,16,20,FALSE,10,"Isotropic",2304
"Pop21",0.230045,15,21,FALSE,10,"Isotropic",2304
"Pop22",0.1695725,13,22,FALSE,10,"Isotropic",2304
"Pop23",0.18613,11,23,FALSE,10,"Isotropic",2304
"Pop24",0.2038025,11,24,FALSE,10,"Isotropic",2304
"Pop25",0.2031025,10,25,TRUE,10,"Isotropic",2304
"Pop01",0.09583,8,1,TRUE,11,"Isotropic",2304
"Pop02",0.097715,9,2,FALSE,11,"Isotropic",2304
"Pop03",0.1162925,9,3,FALSE,11,"Isotropic",2304
"Pop04",0.1396475,10,4,FALSE,11,"Isotropic",2304
"Pop05",0.171545,11,5,FALSE,11,"Isotropic",2304
"Pop06",0.196575,11,6,FALSE,11,"Isotropic",2304
"Pop07",0.18205,11,7,FALSE,11,"Isotropic",2304
"Pop08",0.1552325,9,8,FALSE,11,"Isotropic",2304
"Pop09",0.16227,11,9,FALSE,11,"Isotropic",2304
"Pop10",0.171465,12,10,FALSE,11,"Isotropic",2304
"Pop11",0.163915,11,11,FALSE,11,"Isotropic",2304
"Pop12",0.1645,12,12,FALSE,11,"Isotropic",2304
"Pop13",0.1882925,12,13,FALSE,11,"Isotropic",2304
"Pop14",0.1886575,13,14,FALSE,11,"Isotropic",2304
"Pop15",0.187665,11,15,FALSE,11,"Isotropic",2304
"Pop16",0.2232175,13,16,FALSE,11,"Isotropic",2304
"Pop17",0.2213825,12,17,FALSE,11,"Isotropic",2304
"Pop18",0.22377,12,18,FALSE,11,"Isotropic",2304
"Pop19",0.21071,12,19,FALSE,11,"Isotropic",2304
"Pop20",0.2048425,11,20,FALSE,11,"Isotropic",2304
"Pop21",0.2103525,11,21,FALSE,11,"Isotropic",2304
"Pop22",0.2086775,11,22,FALSE,11,"Isotropic",2304
"Pop23",0.14317,10,23,FALSE,11,"Isotropic",2304
"Pop24",0.1540675,9,24,FALSE,11,"Isotropic",2304
"Pop25",0.1516225,9,25,TRUE,11,"Isotropic",2304
"Pop01",0.1544875,11,1,TRUE,12,"Isotropic",2304
"Pop02",0.1396575,11,2,FALSE,12,"Isotropic",2304
"Pop03",0.1695325,12,3,FALSE,12,"Isotropic",2304
"Pop04",0.175845,11,4,FALSE,12,"Isotropic",2304
"Pop05",0.1644925,13,5,FALSE,12,"Isotropic",2304
"Pop06",0.1805325,14,6,FALSE,12,"Isotropic",2304
"Pop07",0.247905,16,7,FALSE,12,"Isotropic",2304
"Pop08",0.2578925,15,8,FALSE,12,"Isotropic",2304
"Pop09",0.2366575,16,9,FALSE,12,"Isotropic",2304
"Pop10",0.2338575,16,10,FALSE,12,"Isotropic",2304
"Pop11",0.27692,15,11,FALSE,12,"Isotropic",2304
"Pop12",0.2355225,15,12,FALSE,12,"Isotropic",2304
"Pop13",0.23231,14,13,FALSE,12,"Isotropic",2304
"Pop14",0.2266775,13,14,FALSE,12,"Isotropic",2304
"Pop15",0.211455,14,15,FALSE,12,"Isotropic",2304
"Pop16",0.226995,12,16,FALSE,12,"Isotropic",2304
"Pop17",0.21819,12,17,FALSE,12,"Isotropic",2304
"Pop18",0.19646,10,18,FALSE,12,"Isotropic",2304
"Pop19",0.198565,10,19,FALSE,12,"Isotropic",2304
"Pop20",0.164575,10,20,FALSE,12,"Isotropic",2304
"Pop21",0.154825,10,21,FALSE,12,"Isotropic",2304
"Pop22",0.1559,9,22,FALSE,12,"Isotropic",2304
"Pop23",0.13463,8,23,FALSE,12,"Isotropic",2304
"Pop24",0.1217575,8,24,FALSE,12,"Isotropic",2304
"Pop25",0.1260425,7,25,TRUE,12,"Isotropic",2304
"Pop01",0.1946025,12,1,TRUE,13,"Isotropic",2304
"Pop02",0.2033275,13,2,FALSE,13,"Isotropic",2304
"Pop03",0.19169,13,3,FALSE,13,"Isotropic",2304
"Pop04",0.2180175,13,4,FALSE,13,"Isotropic",2304
"Pop05",0.2094925,13,5,FALSE,13,"Isotropic",2304
"Pop06",0.26464,14,6,FALSE,13,"Isotropic",2304
"Pop07",0.2500175,14,7,FALSE,13,"Isotropic",2304
"Pop08",0.27155,15,8,FALSE,13,"Isotropic",2304
"Pop09",0.293595,17,9,FALSE,13,"Isotropic",2304
"Pop10",0.331265,17,10,FALSE,13,"Isotropic",2304
"Pop11",0.28575,17,11,FALSE,13,"Isotropic",2304
"Pop12",0.3247325,18,12,FALSE,13,"Isotropic",2304
"Pop13",0.31496,17,13,FALSE,13,"Isotropic",2304
"Pop14",0.2888375,17,14,FALSE,13,"Isotropic",2304
"Pop15",0.2590125,16,15,FALSE,13,"Isotropic",2304
"Pop16",0.2615325,17,16,FALSE,13,"Isotropic",2304
"Pop17",0.308345,18,17,FALSE,13,"Isotropic",2304
"Pop18",0.2672025,16,18,FALSE,13,"Isotropic",2304
"Pop19",0.2597825,15,19,FALSE,13,"Isotropic",2304
"Pop20",0.2586025,15,20,FALSE,13,"Isotropic",2304
"Pop21",0.2699625,16,21,FALSE,13,"Isotropic",2304
"Pop22",0.2316,16,22,FALSE,13,"Isotropic",2304
"Pop23",0.18444,16,23,FALSE,13,"Isotropic",2304
"Pop24",0.16576,14,24,FALSE,13,"Isotropic",2304
"Pop25",0.1312975,11,25,TRUE,13,"Isotropic",2304
"Pop01",0.1619225,9,1,TRUE,14,"Isotropic",2304
"Pop02",0.1593525,11,2,FALSE,14,"Isotropic",2304
"Pop03",0.178535,12,3,FALSE,14,"Isotropic",2304
"Pop04",0.1908975,13,4,FALSE,14,"Isotropic",2304
"Pop05",0.1901875,12,5,FALSE,14,"Isotropic",2304
"Pop06",0.1989275,13,6,FALSE,14,"Isotropic",2304
"Pop07",0.17792,15,7,FALSE,14,"Isotropic",2304
"Pop08",0.19373,15,8,FALSE,14,"Isotropic",2304
"Pop09",0.2157725,16,9,FALSE,14,"Isotropic",2304
"Pop10",0.2375225,15,10,FALSE,14,"Isotropic",2304
"Pop11",0.2011175,15,11,FALSE,14,"Isotropic",2304
"Pop12",0.1717,13,12,FALSE,14,"Isotropic",2304
"Pop13",0.185055,12,13,FALSE,14,"Isotropic",2304
"Pop14",0.1938575,11,14,FALSE,14,"Isotropic",2304
"Pop15",0.194775,11,15,FALSE,14,"Isotropic",2304
"Pop16",0.2021175,11,16,FALSE,14,"Isotropic",2304
"Pop17",0.1984575,11,17,FALSE,14,"Isotropic",2304
"Pop18",0.15521,12,18,FALSE,14,"Isotropic",2304
"Pop19",0.1691425,12,19,FALSE,14,"Isotropic",2304
"Pop20",0.1756175,11,20,FALSE,14,"Isotropic",2304
"Pop21",0.1446325,10,21,FALSE,14,"Isotropic",2304
"Pop22",0.12044,10,22,FALSE,14,"Isotropic",2304
"Pop23",0.12024,8,23,FALSE,14,"Isotropic",2304
"Pop24",0.134845,7,24,FALSE,14,"Isotropic",2304
"Pop25",0.132385,7,25,TRUE,14,"Isotropic",2304
"Pop01",0.1592125,12,1,TRUE,15,"Isotropic",2304
"Pop02",0.20567,13,2,FALSE,15,"Isotropic",2304
"Pop03",0.2297525,13,3,FALSE,15,"Isotropic",2304
"Pop04",0.279715,14,4,FALSE,15,"Isotropic",2304
"Pop05",0.2565075,14,5,FALSE,15,"Isotropic",2304
"Pop06",0.239615,13,6,FALSE,15,"Isotropic",2304
"Pop07",0.2161825,14,7,FALSE,15,"Isotropic",2304
"Pop08",0.180305,15,8,FALSE,15,"Isotropic",2304
"Pop09",0.1957425,14,9,FALSE,15,"Isotropic",2304
"Pop10",0.1832625,13,10,FALSE,15,"Isotropic",2304
"Pop11",0.1861225,15,11,FALSE,15,"Isotropic",2304
"Pop12",0.194535,17,12,FALSE,15,"Isotropic",2304
"Pop13",0.25329,17,13,FALSE,15,"Isotropic",2304
"Pop14",0.306705,18,14,FALSE,15,"Isotropic",2304
"Pop15",0.3172525,17,15,FALSE,15,"Isotropic",2304
"Pop16",0.32525,18,16,FALSE,15,"Isotropic",2304
"Pop17",0.3202825,17,17,FALSE,15,"Isotropic",2304
"Pop18",0.280425,16,18,FALSE,15,"Isotropic",2304
"Pop19",0.229265,13,19,FALSE,15,"Isotropic",2304
"Pop20",0.1792725,13,20,FALSE,15,"Isotropic",2304
"Pop21",0.1602325,10,21,FALSE,15,"Isotropic",2304
"Pop22",0.14309,11,22,FALSE,15,"Isotropic",2304
"Pop23",0.1687525,10,23,FALSE,15,"Isotropic",2304
"Pop24",0.17044,9,24,FALSE,15,"Isotropic",2304
"Pop25",0.1503,9,25,TRUE,15,"Isotropic",2304
"Pop01",0.1655525,11,1,TRUE,16,"Isotropic",2304
"Pop02",0.163765,11,2,FALSE,16,"Isotropic",2304
"Pop03",0.1513775,12,3,FALSE,16,"Isotropic",2304
"Pop04",0.1424375,15,4,FALSE,16,"Isotropic",2304
"Pop05",0.175855,14,5,FALSE,16,"Isotropic",2304
"Pop06",0.2545275,16,6,FALSE,16,"Isotropic",2304
"Pop07",0.195445,13,7,FALSE,16,"Isotropic",2304
"Pop08",0.2036575,13,8,FALSE,16,"Isotropic",2304
"Pop09",0.1945075,14,9,FALSE,16,"Isotropic",2304
"Pop10",0.2404025,15,10,FALSE,16,"Isotropic",2304
"Pop11",0.3011025,16,11,FALSE,16,"Isotropic",2304
"Pop12",0.2292925,16,12,FALSE,16,"Isotropic",2304
"Pop13",0.20592,12,13,FALSE,16,"Isotropic",2304
"Pop14",0.2355325,15,14,FALSE,16,"Isotropic",2304
"Pop15",0.22507,15,15,FALSE,16,"Isotropic",2304
"Pop16",0.253105,15,16,FALSE,16,"Isotropic",2304
"Pop17",0.2337275,15,17,FALSE,16,"Isotropic",2304
"Pop18",0.198925,13,18,FALSE,16,"Isotropic",2304
"Pop19",0.207575,12,19,FALSE,16,"Isotropic",2304
"Pop20",0.2166575,12,20,FALSE,16,"Isotropic",2304
"Pop21",0.1941975,12,21,FALSE,16,"Isotropic",2304
"Pop22",0.1816425,11,22,FALSE,16,"Isotropic",2304
"Pop23",0.150295,11,23,FALSE,16,"Isotropic",2304
